postcode,lon,lat
BL0 9LQ,-2.318142,53.641323
BL0 9LR,-2.309032,53.642776
BL0 9LS,-2.308008,53.643488
BL0 9LT,-2.319969,53.640877
BL0 9LU,-2.309713,53.642855
BL0 9LW,-2.320244,53.641263
BL0 9LX,-2.312983,53.637067
BL0 9LY,-2.312957,53.637723
BL0 9LZ,-2.3136930000000002,53.63693
BL0 9NA,-2.322763,53.64238
BL0 9NB,-2.318216,53.645133
BL0 9ND,-2.323819,53.641999
BL0 9NE,-2.321867,53.641897
BL0 9NF,-2.322287,53.641455
BL0 9NG,-2.323538,53.642872
BL0 9NH,-2.322949,53.64299
BL0 9NJ,-2.326482,53.642055
BL0 9NL,-2.326625,53.641084
BL0 9NN,-2.325415,53.642939
BL0 9NP,-2.327413,53.641217
BL0 9NQ,-2.32512,53.642014
BL0 9NR,-2.32695,53.641973
BL0 9NS,-2.328229,53.641365
BL0 9NT,-2.327166,53.640615
BL0 9NU,-2.324146,53.641279
BL0 9NW,-2.325108,53.642427
BL0 9NX,-2.324567,53.640928
BL0 9NY,-2.318307,53.637206
BL0 9NZ,-2.325583,53.641276
BL0 9PA,-2.325826,53.641365
BL0 9PB,-2.325597,53.641114
BL0 9PD,-2.325969,53.640313
BL0 9PE,-2.328029,53.638761
BL0 9PF,-2.327554,53.639931
BL0 9PG,-2.328338,53.639569
BL0 9PH,-2.325897,53.640753
BL0 9PJ,-2.326476,53.639395
BL0 9PL,-2.32754,53.640057
BL0 9PN,-2.330376,53.639033
BL0 9PP,-2.327914,53.639499
BL0 9PQ,-2.328409,53.638922
BL0 9PR,-2.328513,53.638697
BL0 9PS,-2.328867,53.637527
BL0 9PT,-2.327584,53.637971
BL0 9PU,-2.327913,53.637485
BL0 9PW,-2.330649,53.639176
BL0 9PX,-2.329457,53.637607
BL0 9PY,-2.328214,53.637242
BL0 9PZ,-2.328467,53.636756
BL0 9QA,-2.327814,53.636326
BL0 9QB,-2.326763,53.635376
BL0 9QD,-2.328171,53.63566
BL0 9QE,-2.330831,53.637261
BL0 9QF,-2.33099,53.636407
BL0 9QG,-2.332354,53.638704
BL0 9QH,-2.319968,53.638774
BL0 9QJ,-2.324105,53.641747
BL0 9QL,-2.326454,53.644293
BL0 9QN,-2.326132,53.643791
BL0 9QP,-2.331654,53.63619
BL0 9QQ,-2.331746,53.63823
BL0 9QR,-2.332635,53.635926
BL0 9QS,-2.332171,53.636476
BL0 9QT,-2.332147,53.637348
BL0 9QU,-2.332347,53.637725
BL0 9QW,-2.318466,53.638122
BL0 9QX,-2.333265,53.637129
BL0 9QY,-2.332193,53.635433
BL0 9QZ,-2.331738,53.635299
BL0 9RA,-2.331525,53.635183
BL0 9RB,-2.330135,53.633434
BL0 9RD,-2.32613,53.633715
BL0 9RE,-2.323947,53.636993
BL0 9RF,-2.319778,53.6397
BL0 9RG,-2.33352,53.633092
BL0 9RH,-2.330196,53.631484
BL0 9RJ,-2.331218,53.632631
BL0 9RL,-2.330324,53.632391
BL0 9RN,-2.33601,53.632474
BL0 9RP,-2.329672,53.632222
BL0 9RQ,-2.331785,53.631632
BL0 9RR,-2.328731,53.631766
BL0 9RS,-2.336217,53.631791
BL0 9RT,-2.339935,53.631618
BL0 9RU,-2.338427,53.632054
BL0 9RW,-2.33616,53.632508
BL0 9RX,-2.337601,53.632883
BL0 9RY,-2.335334,53.633024
BL0 9RZ,-2.33573,53.633311
BL0 9SA,-2.335216,53.633562
BL0 9SB,-2.332169,53.634399
BL0 9SD,-2.333624,53.634764
BL0 9SE,-2.329891,53.633201
BL0 9SF,-2.330608,53.637738
BL0 9SG,-2.333544,53.63613
BL0 9SH,-2.334632,53.632422
BL0 9SJ,-2.334714,53.631094
BL0 9SL,-2.333361,53.63205
BL0 9SN,-2.332205,53.629357
BL0 9SP,-2.333721,53.629775
BL0 9SQ,-2.322124,53.64577
BL0 9SR,-2.33511,53.6296
BL0 9SS,-2.333226,53.628624
BL0 9ST,-2.332509,53.627549
BL0 9SU,-2.331112,53.626834
BL0 9SW,-2.333201,53.629085
BL0 9SX,-2.333506,53.627484
BL0 9SY,-2.335099,53.628198
BL0 9SZ,-2.330693,53.627447
BL0 9TA,-2.330655,53.628301
BL0 9TB,-2.331276,53.630456
BL0 9TD,-2.333643,53.631474
BL0 9TE,-2.331511,53.629467
BL0 9TF,-2.330771,53.629675
BL0 9TG,-2.331435,53.627856
BL0 9TH,-2.335328,53.632269
BL0 9TJ,-2.317982,53.650194
BL0 9TL,-2.329518,53.629967
BL0 9TN,-2.330377,53.629515
BL0 9TP,-2.329401,53.630371
BL0 9TQ,-2.324784,53.635669
BL0 9TR,-2.32851,53.630608
BL0 9TS,-2.327808,53.629711
BL0 9TT,-2.325175,53.629547
BL0 9TU,-2.326907,53.630531
BL0 9TW,-2.330061,53.629731
BL0 9TX,-2.32741,53.631051
BL0 9TY,-2.327276,53.631321
BL0 9TZ,-2.328263,53.631858
BL0 9UA,-2.327053,53.631834
BL0 9UB,-2.32539,53.629924
BL0 9UD,-2.322406,53.629249
BL0 9UE,-2.324261,53.628588
BL0 9UF,-2.324938,53.628154
BL0 9UG,-2.321933,53.626707
BL0 9UH,-2.324399,53.62892
BL0 9UJ,-2.324014,53.627923
BL0 9UL,-2.323063,53.628151
BL0 9UN,-2.323867,53.626566
BL0 9UP,-2.323543,53.625695
BL0 9UQ,-2.322269,53.627173
BL0 9UR,-2.323366,53.624339
BL0 9US,-2.324578,53.626538
BL0 9UT,-2.326195,53.626425
BL0 9UU,-2.326696,53.626694
BL0 9UW,-2.324541,53.625738
BL0 9UX,-2.326368,53.627324
BL0 9UY,-2.327525,53.628381
BL0 9UZ,-2.327215,53.627348
BL0 9WA,-2.33013,53.628931
BL0 9WB,-2.329519,53.628043
BL0 9WD,-2.329575,53.629454
BL0 9WE,-2.322072,53.641051
BL0 9WF,-2.326591,53.63854
BL0 9WG,-2.323209,53.641336
BL0 9WH,-2.321259,53.641449
BL0 9WJ,-2.327317,53.638646
BL0 9WL,-2.315455,53.648116
BL0 9WN,-2.315455,53.648116
BL0 9WP,-2.315455,53.648116
BL0 9WQ,-2.310206,53.592627
BL0 9WR,-2.310206,53.592627
BL0 9WS,-2.310206,53.592627
BL0 9WT,-2.315455,53.648116
BL0 9WU,-2.310206,53.592627
BL0 9WW,-2.310206,53.592627
BL0 9WX,-2.315455,53.648116
BL0 9WY,-2.310206,53.592627
BL0 9WZ,-2.315455,53.648116
BL0 9XA,-2.325963,53.625743
BL0 9XB,-2.325143,53.625332
BL0 9XD,-2.323387,53.627089
BL0 9XE,-2.326199,53.630892
BL0 9XF,-2.32562,53.630328
BL0 9XG,-2.326957,53.6253
BL0 9XH,-2.324947,53.627319
BL0 9XJ,-2.329008,53.626499
BL0 9XL,-2.310206,53.592627
BL0 9XN,-2.310206,53.592627
BL0 9XP,-2.32886,53.640584
BL0 9XQ,-2.327135,53.624814
BL0 9XR,-2.310206,53.592627
BL0 9XS,-2.32886,53.640592
BL0 9XT,-2.310206,53.592627
BL0 9XU,-2.326754,53.640149
BL0 9XW,-2.310206,53.592627
BL0 9XX,-2.310206,53.592627
BL0 9XY,-2.310206,53.592627
BL0 9XZ,-2.310206,53.592627
BL0 9YA,-2.323537,53.638719
BL0 9YB,-2.318738,53.652125
BL0 9YD,-2.32504,53.625691
BL0 9YE,-2.317249,53.653351
BL0 9YF,-2.318898,53.653365
BL0 9YG,-2.32001,53.652337
BL0 9YH,-2.319409,53.636807
BL0 9YJ,-2.319462,53.637913
BL0 9YL,-2.318097,53.639435
BL0 9YN,-2.31884,53.635685
BL0 9YP,-2.315306,53.636234
BL0 9YQ,-2.317383,53.646978
BL0 9YR,-2.330302,53.635447
BL0 9YS,-2.330019,53.635969
BL0 9YT,-2.310206,53.592627
BL0 9YU,-2.317728,53.634618
BL0 9YW,-2.317028,53.635995
BL0 9YX,-2.316166,53.63607
BL0 9YY,-2.3129,53.636069
BL0 9ZB,-2.310206,53.592627
BL0 9ZD,-2.310206,53.592627
BL0 9ZE,-2.310206,53.592627
BL0 9ZF,-2.310206,53.592627
BL0 9ZG,-2.310206,53.592627
BL0 9ZH,-2.310206,53.592627
BL0 9ZJ,-2.310206,53.592627
BL0 9ZL,-2.310206,53.592627
BL0 9ZN,-2.321769,53.648881
BL0 9ZP,-2.316984,53.646287
BL0 9ZQ,-2.310206,53.592627
BL0 9ZR,-2.310206,53.592627
BL0 9ZS,-2.310206,53.592627
BL0 9ZT,-2.310206,53.592627
BL0 9ZU,-2.310206,53.592627
BL1 1AA,-2.432887,53.579554
BL1 1AB,-2.427768,53.578117
BL1 1AD,-2.432823,53.579231
BL1 1AE,-2.432887,53.579554
BL1 1AG,-2.432887,53.579554
BL1 1AH,-2.432979,53.579689
BL1 1AP,-2.425089,53.577569
BL1 1AQ,-2.42674,53.578021
BL1 1AR,-2.430419,53.577469
BL1 1AS,-2.42674,53.578021
BL1 1AT,-2.42749,53.577533
BL1 1AU,-2.425374,53.579121
BL1 1BA,-2.427371,53.577731
BL1 1BB,-2.433863,53.578993
BL1 1BD,-2.431692,53.579574
BL1 1BE,-2.43192,53.579513
BL1 1BF,-2.43192,53.579513
BL1 1BG,-2.429055,53.579991
BL1 1BH,-2.429326,53.579864
BL1 1BJ,-2.43192,53.579513
BL1 1BL,-2.428737,53.57992
BL1 1BN,-2.427954,53.58012
BL1 1BP,-2.427438,53.579924
BL1 1BQ,-2.429447,53.580095
BL1 1BR,-2.427438,53.579924
BL1 1BS,-2.427061,53.579953
BL1 1BT,-2.426879,53.579872
BL1 1BU,-2.42962,53.579081
BL1 1BW,-2.428242,53.580209
BL1 1BX,-2.427371,53.577731
BL1 1BY,-2.430419,53.577469
BL1 1BZ,-2.428895,53.579128
BL1 1DA,-2.428772,53.578832
BL1 1DB,-2.428895,53.579128
BL1 1DD,-2.428095,53.579336
BL1 1DE,-2.42544,53.588488
BL1 1DF,-2.427583,53.57925
BL1 1DG,-2.427189,53.579152
BL1 1DJ,-2.425861,53.577737
BL1 1DL,-2.428899,53.579524
BL1 1DN,-2.42809,53.578673
BL1 1DP,-2.427117,53.578047
BL1 1DQ,-2.42738,53.57863
BL1 1DR,-2.426317,53.57829
BL1 1DS,-2.426398,53.578562
BL1 1DT,-2.429684,53.579494
BL1 1DU,-2.426257,53.578104
BL1 1DW,-2.426922,53.578165
BL1 1DX,-2.42587,53.578636
BL1 1DY,-2.425643,53.578574
BL1 1DZ,-2.425869,53.578573
BL1 1EA,-2.42839,53.578465
BL1 1EB,-2.425675,53.578789
BL1 1ED,-2.42738,53.57863
BL1 1EE,-2.426233,53.578742
BL1 1EF,-2.42738,53.57863
BL1 1EG,-2.425207,53.578809
BL1 1EH,-2.425423,53.579257
BL1 1EJ,-2.42578,53.578895
BL1 1EL,-2.426476,53.578822
BL1 1EN,-2.42889,53.578625
BL1 1EP,-2.426384,53.578742
BL1 1EQ,-2.427736,53.579501
BL1 1ER,-2.425861,53.577737
BL1 1ES,-2.424769,53.577291
BL1 1ET,-2.424183,53.577572
BL1 1EW,-2.42738,53.57863
BL1 1EX,-2.434417,53.578479
BL1 1EY,-2.427449,53.579493
BL1 1EZ,-2.432558,53.578378
BL1 1FA,-2.425376,53.579105
BL1 1FB,-2.432887,53.579554
BL1 1FD,-2.425425,53.588488
BL1 1FE,-2.425425,53.588488
BL1 1FF,-2.433421,53.578609
BL1 1FG,-2.432887,53.579554
BL1 1FH,-2.425425,53.588488
BL1 1FJ,-2.427768,53.578117
BL1 1FL,-2.42544,53.588488
BL1 1FN,-2.432887,53.579554
BL1 1FP,-2.427768,53.578117
BL1 1FQ,-2.42544,53.588488
BL1 1FR,-2.42544,53.588488
BL1 1FS,-2.42544,53.588488
BL1 1FT,-2.427768,53.578117
BL1 1FU,-2.432887,53.579554
BL1 1FW,-2.42544,53.588488
BL1 1FX,-2.425425,53.588488
BL1 1FY,-2.42544,53.588488
BL1 1FZ,-2.425423,53.579257
BL1 1GA,-2.432887,53.579554
BL1 1GX,-2.432887,53.579554
BL1 1GY,-2.427768,53.578117
BL1 1GZ,-2.433421,53.578609
BL1 1HA,-2.43223,53.578997
BL1 1HB,-2.43187,53.579091
BL1 1HD,-2.43192,53.579513
BL1 1HE,-2.431071,53.579237
BL1 1HF,-2.43192,53.579513
BL1 1HG,-2.428068,53.5795
BL1 1HH,-2.427615,53.57942
BL1 1HJ,-2.426421,53.579389
BL1 1HL,-2.425757,53.579391
BL1 1HN,-2.431911,53.578614
BL1 1HP,-2.42587,53.578636
BL1 1HQ,-2.429773,53.579491
BL1 1HR,-2.425879,53.579534
BL1 1HS,-2.425394,53.579365
BL1 1HT,-2.425879,53.579534
BL1 1HU,-2.425822,53.57993
BL1 1HW,-2.430499,53.579374
BL1 1HX,-2.424295,53.579783
BL1 1HY,-2.424401,53.579791
BL1 1HZ,-2.432887,53.579554
BL1 1JA,-2.425879,53.579534
BL1 1JB,-2.427371,53.577731
BL1 1JD,-2.425879,53.579534
BL1 1JE,-2.43192,53.579513
BL1 1JF,-2.4249,53.579808
BL1 1JG,-2.425394,53.579365
BL1 1JH,-2.42738,53.57863
BL1 1JJ,-2.427768,53.578117
BL1 1JL,-2.427686,53.577773
BL1 1JN,-2.42749,53.577533
BL1 1JP,-2.427371,53.577731
BL1 1JQ,-2.428881,53.577726
BL1 1JR,-2.428872,53.576827
BL1 1JS,-2.427371,53.577731
BL1 1JT,-2.426825,53.577464
BL1 1JU,-2.431325,53.578913
BL1 1JW,-2.425425,53.588488
BL1 1JX,-2.427371,53.577731
BL1 1JY,-2.42889,53.578625
BL1 1JZ,-2.428128,53.577882
BL1 1LA,-2.430042,53.577515
BL1 1LB,-2.428881,53.577726
BL1 1LD,-2.428037,53.577846
BL1 1LE,-2.42832,53.577503
BL1 1LF,-2.428303,53.577465
BL1 1LG,-2.42749,53.577524
BL1 1LH,-2.42749,53.577533
BL1 1LJ,-2.42544,53.588488
BL1 1LL,-2.427805,53.57737
BL1 1LN,-2.427516,53.577111
BL1 1LP,-2.427768,53.578117
BL1 1LQ,-2.42544,53.588488
BL1 1LR,-2.42753,53.577039
BL1 1LS,-2.428465,53.57691
BL1 1LT,-2.428852,53.577861
BL1 1LU,-2.430042,53.577515
BL1 1LW,-2.428881,53.577726
BL1 1LX,-2.42738,53.57863
BL1 1LY,-2.424582,53.579773
BL1 1LZ,-2.427371,53.577731
BL1 1NA,-2.428863,53.575928
BL1 1NB,-2.42972,53.577031
BL1 1ND,-2.428872,53.576827
BL1 1NE,-2.428875,53.577151
BL1 1NF,-2.430401,53.578619
BL1 1NG,-2.428872,53.576827
BL1 1NH,-2.427844,53.576732
BL1 1NJ,-2.428415,53.576665
BL1 1NL,-2.430373,53.575923
BL1 1NN,-2.427513,53.576886
BL1 1NP,-2.42721,53.576984
BL1 1NQ,-2.430373,53.575923
BL1 1NR,-2.426545,53.576701
BL1 1NS,-2.427177,53.576501
BL1 1NT,-2.426076,53.576613
BL1 1NU,-2.427371,53.577731
BL1 1NW,-2.428872,53.576827
BL1 1NX,-2.427251,53.576312
BL1 1NY,-2.427353,53.575934
BL1 1NZ,-2.428142,53.576345
BL1 1PA,-2.428872,53.576827
BL1 1PB,-2.4288,53.575713
BL1 1PD,-2.428336,53.576092
BL1 1PE,-2.428817,53.575839
BL1 1PF,-2.428609,53.576244
BL1 1PG,-2.428872,53.576827
BL1 1PH,-2.425852,53.576838
BL1 1PJ,-2.422607,53.578602
BL1 1PL,-2.429154,53.577815
BL1 1PN,-2.425861,53.577737
BL1 1PP,-2.425337,53.578447
BL1 1PQ,-2.42914,53.57493
BL1 1PR,-2.425339,53.578431
BL1 1PS,-2.422805,53.579013
BL1 1PT,-2.424611,53.57811
BL1 1PU,-2.42517,53.578153
BL1 1PW,-2.427438,53.578423
BL1 1PX,-2.424728,53.577759
BL1 1PY,-2.42436,53.578641
BL1 1PZ,-2.423601,53.578356
BL1 1QA,-2.42435,53.577742
BL1 1QB,-2.42435,53.577742
BL1 1QD,-2.425642,53.577001
BL1 1QE,-2.427132,53.579485
BL1 1QG,-2.425852,53.576838
BL1 1QH,-2.425861,53.577737
BL1 1QJ,-2.426001,53.576631
BL1 1QL,-2.425852,53.576838
BL1 1QN,-2.425573,53.577621
BL1 1QP,-2.427371,53.577731
BL1 1QQ,-2.426385,53.577277
BL1 1QR,-2.425818,53.577944
BL1 1QS,-2.427371,53.577731
BL1 1QT,-2.43167,53.578705
BL1 1QU,-2.42436,53.578641
BL1 1QW,-2.426537,53.577411
BL1 1QX,-2.432887,53.579554
BL1 1QY,-2.431746,53.578731
BL1 1QZ,-2.431388,53.579182
BL1 1RA,-2.43041,53.579518
BL1 1RB,-2.43041,53.579518
BL1 1RD,-2.430466,53.579096
BL1 1RE,-2.430633,53.579239
BL1 1RF,-2.429924,53.579259
BL1 1RG,-2.429909,53.579331
BL1 1RH,-2.430401,53.578619
BL1 1RJ,-2.429099,53.578372
BL1 1RL,-2.430391,53.577721
BL1 1RN,-2.430401,53.578619
BL1 1RP,-2.42889,53.578625
BL1 1RQ,-2.427768,53.578117
BL1 1RR,-2.428881,53.577726
BL1 1RS,-2.42852,53.578067
BL1 1RT,-2.428914,53.577969
BL1 1RU,-2.430774,53.578232
BL1 1RW,-2.429052,53.578229
BL1 1RX,-2.425425,53.588488
BL1 1RY,-2.430042,53.577515
BL1 1RZ,-2.43004,53.577531
