postcode,ward_code,ward_name,msoa_code,msoa_hcl_name,lsoa_code,lsoa_name,la_code,la_name,lon,lat
M90 4HH,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4HL,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.269717,53.36501
M90 4NN,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4PY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4QG,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4QX,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4SA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4SP,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279949,53.367053
M90 4TU,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.279063,53.367038
M90 4WP,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.270583,53.366455
M90 4ZY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.276581,53.366693
M90 5AA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.295163,53.35908
M90 5AB,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.28322,53.35723
M90 5AD,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.292247,53.358889
M90 5AE,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.283309,53.356996
M90 5AF,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288849,53.360911
M90 5AG,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288304,53.360274
M90 5AS,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289827,53.363309
M90 5AT,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287656,53.362118
M90 5AU,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287656,53.362118
M90 5AY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.280235,53.367062
M90 5AZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.277598,53.370636
M90 5BA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.285596,53.362015
M90 5BF,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.286523,53.361312
M90 5BG,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.290279,53.361195
M90 5BX,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289806,53.36454
M90 5DL,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.29394,53.362579
M90 5DN,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289985,53.364414
M90 5DZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.291521,53.362729
M90 5EW,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.28959,53.361574
M90 5EX,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.291591,53.361956
M90 5EZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.291042,53.360753
M90 5FE,E05011374,Northenden,E02001093,Benchill North & Sharston,E01005295,Manchester 049E,E08000003,Manchester,-2.258734,53.397249
M90 5FL,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.281956,53.359139
M90 5FW,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289269,53.362977
M90 5FY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.286915,53.361518
M90 5GA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288586,53.361891
M90 5HD,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288586,53.361891
M90 5LD,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288465,53.361901
M90 5NA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.290616,53.362192
M90 5ND,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288465,53.361901
M90 5NE,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.281837,53.357117
M90 5PD,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287656,53.362172
M90 5PF,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.285525,53.358079
M90 5PH,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288025,53.363466
M90 5PL,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289806,53.364549
M90 5PQ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.285525,53.358079
M90 5PR,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.284555,53.370341
M90 5PT,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.285935,53.361044
M90 5PY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.28925,53.362375
M90 5PZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288586,53.361891
M90 5QL,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289489,53.364352
M90 5RH,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.284555,53.370341
M90 5SA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287812,53.363089
M90 5SB,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289235,53.362384
M90 5SH,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287715,53.362082
M90 5SN,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288741,53.362655
M90 5TE,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.290401,53.363658
M90 5TQ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.289235,53.362384
M90 5UG,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.284432,53.369928
M90 5UJ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.288741,53.362655
M90 5UX,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287413,53.361858
M90 5UY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.285596,53.362015
M90 5UZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.280231,53.357327
M90 5WT,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.283332,53.358138
M90 5WZ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.283076,53.358102
M90 5XA,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.282612,53.360665
M90 5XR,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287958,53.36023
M90 5XX,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287656,53.362118
M90 5XY,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.287656,53.362118
M90 5YF,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.28524,53.358142
M90 5YP,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.28524,53.358142
M90 5YQ,E05011381,Woodhouse Park,E02001097,Woodhouse Park & Airport,E01005316,Manchester 053D,E08000003,Manchester,-2.284698,53.360202
M99 1AA,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1AB,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1AD,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1AE,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1AT,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1BT,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1BW,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1BX,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1DA,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1DB,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1DD,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033654,Manchester 055C,E08000003,Manchester,-2.232117,53.480771
M99 1DE,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033654,Manchester 055C,E08000003,Manchester,-2.232117,53.480771
M99 1DJ,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1DR,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227209,53.487378
M99 1DW,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1DX,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1EB,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033654,Manchester 055C,E08000003,Manchester,-2.232117,53.480771
M99 1ES,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033653,Manchester 055B,E08000003,Manchester,-2.233515,53.48031
M99 1FF,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227209,53.487378
M99 1HS,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227209,53.487378
M99 1JD,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1LH,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227209,53.487378
M99 1NA,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1NL,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1NN,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1RD,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1RQ,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1SA,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033654,Manchester 055C,E08000003,Manchester,-2.232117,53.480771
M99 1SY,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01033654,Manchester 055C,E08000003,Manchester,-2.232117,53.480771
M99 1TR,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227194,53.487378
M99 1WZ,E05011376,Piccadilly,E02006902,City Centre North & Collyhurst,E01033651,Manchester 054B,E08000003,Manchester,-2.227209,53.487378
M99 1ZU,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01034129,Manchester 055F,E08000003,Manchester,-2.232264,53.483009
M99 1ZW,E05011361,Deansgate,E02006902,City Centre North & Collyhurst,E01033658,Manchester 054C,E08000003,Manchester,-2.242687,53.487374
M99 2BE,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01034129,Manchester 055F,E08000003,Manchester,-2.232264,53.483009
M99 2BS,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01034129,Manchester 055F,E08000003,Manchester,-2.232264,53.483009
M99 2BT,E05011376,Piccadilly,E02006912,Piccadilly & Ancoats,E01034129,Manchester 055F,E08000003,Manchester,-2.232264,53.483009
OL1 1AA,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1AB,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112561,53.54184
OL1 1AD,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110657,53.54097
OL1 1AE,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1AF,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.098026,53.540433
OL1 1AG,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1AH,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099553,53.541618
OL1 1AJ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112697,53.541822
OL1 1AL,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.109252,53.54018
OL1 1AN,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113731,53.539134
OL1 1AP,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.107186,53.540749
OL1 1AQ,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1BA,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.115269,53.538943
OL1 1BB,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114136,53.538486
OL1 1BD,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.115467,53.539599
OL1 1BE,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114547,53.539609
OL1 1BF,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1BG,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113687,53.539844
OL1 1BH,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1BJ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112888,53.539907
OL1 1BL,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112888,53.539907
OL1 1BN,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112888,53.539907
OL1 1BP,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110109,53.538912
OL1 1BQ,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1BS,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113129,53.539808
OL1 1BT,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.11474,53.538611
OL1 1BU,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.1153,53.539285
OL1 1BW,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113127,53.538909
OL1 1BX,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.11192,53.539171
OL1 1BY,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.11162,53.53981
OL1 1BZ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113489,53.538882
OL1 1DA,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112446,53.538407
OL1 1DB,E05014660,Saddleworth West & Lees,E02001115,Lees & Hey,E01005418,Oldham 018D,E08000004,Oldham,-2.06791,53.541821
OL1 1DD,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.109842,53.540773
OL1 1DE,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113959,53.539808
OL1 1DF,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110111,53.539811
OL1 1DG,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111618,53.538911
OL1 1DH,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1DJ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110474,53.540287
OL1 1DL,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.109826,53.540575
OL1 1DN,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.109027,53.540558
OL1 1DP,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.108767,53.539354
OL1 1DQ,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1DR,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.10809,53.540164
OL1 1DS,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111532,53.540592
OL1 1DT,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110474,53.540287
OL1 1DU,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.107368,53.540991
OL1 1DW,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110262,53.539712
OL1 1DX,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110551,53.540871
OL1 1DY,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110551,53.540871
OL1 1DZ,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.106161,53.541298
OL1 1EA,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.106145,53.540893
OL1 1EB,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.106099,53.540561
OL1 1ED,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.106613,53.540695
OL1 1EE,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.105587,53.540714
OL1 1EF,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.107186,53.540749
OL1 1EG,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.104699,53.541758
OL1 1EH,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.105584,53.539815
OL1 1EJ,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.105584,53.539815
OL1 1EL,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.104714,53.541776
OL1 1EN,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.104925,53.541847
OL1 1EP,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112888,53.539907
OL1 1EQ,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1ER,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112888,53.539907
OL1 1ES,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113129,53.539808
OL1 1ET,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114516,53.539232
OL1 1EU,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1EW,E05014663,St Mary's,E02001111,Oldham Town North,E01005433,Oldham 014D,E08000004,Oldham,-2.107744,53.540613
OL1 1EX,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110111,53.539811
OL1 1EY,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110109,53.538912
OL1 1EZ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111496,53.538552
OL1 1FA,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
OL1 1FB,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112697,53.541822
OL1 1FD,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112561,53.54184
OL1 1FE,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110109,53.538912
OL1 1FF,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.110109,53.538912
OL1 1GZ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112697,53.541822
OL1 1HA,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.115604,53.539833
OL1 1HB,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1HD,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114853,53.541119
OL1 1HE,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114853,53.541119
OL1 1HF,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1HG,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1HH,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114292,53.540095
OL1 1HJ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.114488,53.54005
OL1 1HL,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.112467,53.540636
OL1 1HN,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.111622,53.540709
OL1 1HP,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113086,53.540698
OL1 1HQ,E05014650,Coldhurst,E02001121,Oldham Town South,E01005434,Oldham 024B,E08000004,Oldham,-2.113809,53.540176
OL1 1HR,E05014663,St Mary's,E02001119,Alexandra Park,E01005427,Oldham 022C,E08000004,Oldham,-2.099824,53.54151
