postcode,area_code,area_name,locality,lon,lat
M16 9JB,E05000825,Clifford,North,-2.269578,53.464039
M16 9JE,E05000825,Clifford,North,-2.26367,53.461102
M16 9JG,E05000825,Clifford,North,-2.266434,53.462257
M16 9JH,E05000825,Clifford,North,-2.266256,53.462743
M16 9JJ,E05000825,Clifford,North,-2.265211,53.461899
M16 9JL,E05000825,Clifford,North,-2.263292,53.460727
M16 9JN,E05000825,Clifford,North,-2.264028,53.460411
M16 9JP,E05000825,Clifford,North,-2.265161,53.461082
M16 9JQ,E05000825,Clifford,North,-2.265769,53.461836
M16 9JR,E05000825,Clifford,North,-2.265888,53.461638
M16 9JS,E05000825,Clifford,North,-2.265867,53.460757
M16 9JT,E05000825,Clifford,North,-2.263456,53.460475
M16 9JU,E05000825,Clifford,North,-2.265098,53.460534
M16 9JW,E05000825,Clifford,North,-2.264677,53.460858
M16 9JX,E05000825,Clifford,North,-2.266166,53.460325
M16 9JY,E05000825,Clifford,North,-2.266178,53.45993
M16 9JZ,E05000825,Clifford,North,-2.266089,53.460137
M16 9LA,E05000825,Clifford,North,-2.266087,53.459759
M16 9LB,E05000825,Clifford,North,-2.26589,53.459598
M16 9LD,E05000825,Clifford,North,-2.267151,53.458993
M16 9LE,E05000825,Clifford,North,-2.265814,53.459436
M16 9LF,E05000825,Clifford,North,-2.264323,53.459493
M16 9LG,E05000825,Clifford,North,-2.264967,53.461335
M16 9LH,E05000825,Clifford,North,-2.264918,53.460705
M16 9LJ,E05000825,Clifford,North,-2.265478,53.4611
M16 9LL,E05000825,Clifford,North,-2.264211,53.460878
M16 9LN,E05000825,Clifford,North,-2.266603,53.460423
M16 9LP,E05000825,Clifford,North,-2.263136,53.459909
M16 9LQ,E05000825,Clifford,North,-2.261057,53.459905
M16 9LR,E05000825,Clifford,North,-2.262609,53.459991
M16 9LS,E05000825,Clifford,North,-2.262476,53.460548
M16 9LT,E05000825,Clifford,North,-2.262234,53.46019
M16 9LU,E05000825,Clifford,North,-2.261083,53.459096
M16 9LW,E05000825,Clifford,North,-2.262049,53.459426
M16 9LX,E05000825,Clifford,North,-2.260496,53.459151
M16 9LY,E05000825,Clifford,North,-2.260657,53.458414
M16 9LZ,E05000825,Clifford,North,-2.261743,53.458717
M16 9NA,E05000825,Clifford,North,-2.26102,53.458683
M16 9NB,E05000825,Clifford,North,-2.262682,53.459596
M16 9ND,E05000825,Clifford,North,-2.262464,53.458419
M16 9NE,E05000825,Clifford,North,-2.26249,53.457772
M16 9NF,E05000825,Clifford,North,-2.263971,53.458648
M16 9NG,E05000825,Clifford,North,-2.268653,53.455906
M16 9NH,E05000825,Clifford,North,-2.264034,53.459036
M16 9NJ,E05000825,Clifford,North,-2.266532,53.458652
M16 9NL,E05000825,Clifford,North,-2.269538,53.457747
M16 9NN,E05000825,Clifford,North,-2.269868,53.467165
M16 9NP,E05000825,Clifford,North,-2.262773,53.457321
M16 9NQ,E05000825,Clifford,North,-2.268584,53.456958
M16 9NR,E05000825,Clifford,North,-2.270082,53.458006
M16 9NS,E05000825,Clifford,North,-2.273241,53.457406
M16 9NT,E05000825,Clifford,North,-2.273233,53.456273
M16 9NU,E05000825,Clifford,North,-2.272231,53.454972
M16 9NW,E05000825,Clifford,North,-2.261969,53.461412
M16 9NX,E05000825,Clifford,North,-2.272317,53.456545
M16 9NY,E05000825,Clifford,North,-2.271459,53.456718
M16 9NZ,E05000825,Clifford,North,-2.27091,53.45556
M16 9PA,E05000825,Clifford,North,-2.270662,53.45681
M16 9PB,E05000825,Clifford,North,-2.262773,53.457321
M16 9PD,E05000825,Clifford,North,-2.262773,53.457321
M16 9PG,E05000825,Clifford,North,-2.270291,53.460172
M16 9PJ,E05000832,Longford,North,-2.270057,53.46126
M16 9PL,E05000825,Clifford,North,-2.267469,53.459136
M16 9PN,E05000825,Clifford,North,-2.266998,53.460979
M16 9PP,E05000832,Longford,North,-2.270446,53.460801
M16 9PQ,E05000832,Longford,North,-2.271909,53.461148
M16 9PR,E05000825,Clifford,North,-2.268935,53.460004
M16 9PS,E05000825,Clifford,North,-2.267683,53.45963
M16 9PT,E05000825,Clifford,North,-2.268313,53.459305
