postcode,lat,long
BL0 9EH,53.647032,-2.324039
BL0 9EJ,53.646946,-2.322511
BL0 9EL,53.647697,-2.320868
BL0 9EN,53.650187,-2.323487
BL0 9EP,53.649892,-2.323622
BL0 9EQ,53.649956,-2.32323
BL0 9ER,53.649774,-2.324
BL0 9ES,53.648218,-2.323759
BL0 9ET,53.648811,-2.324386
BL0 9EU,53.648909,-2.323931
BL0 9EW,53.650206,-2.323761
BL0 9EX,53.648624,-2.323855
BL0 9EY,53.647816,-2.323455
BL0 9EZ,53.647843,-2.323198
BL0 9FA,53.592627,-2.310206
BL0 9FB,53.639394,-2.326111
BL0 9FD,53.638008,-2.324
BL0 9FE,53.630556,-2.334029
BL0 9FF,53.640153,-2.318587
BL0 9FG,53.639998,-2.319554
BL0 9FH,53.634392,-2.314853
BL0 9FJ,53.634539,-2.31369
BL0 9FL,53.645524,-2.323483
BL0 9FN,53.64785,-2.317238
BL0 9FP,53.649384,-2.315101
BL0 9FQ,53.635101,-2.315358
BL0 9FR,53.638719,-2.323537
BL0 9FS,53.649384,-2.315101
BL0 9FT,53.592627,-2.310206
BL0 9FU,53.592627,-2.310206
BL0 9FW,53.649312,-2.315131
BL0 9FX,53.592627,-2.310206
BL0 9FY,53.631068,-2.333517
BL0 9FZ,53.648351,-2.318437
BL0 9GA,53.592627,-2.310206
BL0 9GB,53.646,-2.31677
BL0 9GD,53.592627,-2.310206
BL0 9GE,53.592627,-2.310206
BL0 9GF,53.638719,-2.323537
BL0 9GG,53.638674,-2.323763
BL0 9GH,53.638674,-2.323763
BL0 9GJ,53.638719,-2.323537
BL0 9GL,53.641817,-2.324254
BL0 9GN,53.638719,-2.323537
BL0 9GP,53.638719,-2.323537
BL0 9GQ,53.638719,-2.323537
BL0 9GR,53.592627,-2.310206
BL0 9GS,53.640554,-2.319269
BL0 9GT,53.592627,-2.310206
BL0 9GU,53.592627,-2.310206
BL0 9GW,53.592627,-2.310206
BL0 9GX,53.641773,-2.321155
BL0 9GY,53.592627,-2.310206
BL0 9GZ,53.638439,-2.310649
BL0 9HA,53.647533,-2.324815
BL0 9HB,53.647712,-2.32524
BL0 9HD,53.647496,-2.325238
BL0 9HE,53.647434,-2.324965
BL0 9HF,53.646335,-2.325834
BL0 9HG,53.644715,-2.325986
BL0 9HH,53.647233,-2.326083
BL0 9HJ,53.644207,-2.325258
BL0 9HL,53.643726,-2.323424
BL0 9HN,53.644678999999996,-2.326789
BL0 9HP,53.652586,-2.32098
BL0 9HQ,53.648362,-2.324186
BL0 9HR,53.645748,-2.320308
BL0 9HS,53.642997,-2.323902
BL0 9HT,53.649008,-2.317958
BL0 9HU,53.647577,-2.318537
BL0 9HW,53.637071,-2.314767
BL0 9HX,53.647019,-2.318941
BL0 9HY,53.646274,-2.318648
BL0 9HZ,53.645744,-2.318463
BL0 9JA,53.645003,-2.320045
BL0 9JB,53.644887,-2.319424
BL0 9JD,53.643941,-2.320567
BL0 9JE,53.643605,-2.32188
BL0 9JF,53.644298,-2.321416
BL0 9JG,53.644558,-2.321494
BL0 9JH,53.645043,-2.321846
BL0 9JJ,53.644555,-2.322871
BL0 9JL,53.644966,-2.323827
BL0 9JN,53.645,-2.324372
BL0 9JP,53.642052,-2.320931
BL0 9JQ,53.645243,-2.320788
BL0 9JR,53.642318,-2.322324
BL0 9JS,53.634012,-2.33569
BL0 9JT,53.642238999999996,-2.321643
BL0 9JU,53.643486,-2.322378
BL0 9JW,53.643881,-2.322623
BL0 9JX,53.64217,-2.320553
BL0 9JY,53.641604,-2.320594
BL0 9JZ,53.6413,-2.319745
BL0 9LA,53.640176,-2.316832
BL0 9LB,53.639165,-2.314768
BL0 9LD,53.63834,-2.313323
BL0 9LE,53.639028,-2.31575
BL0 9LF,53.638055,-2.316665
BL0 9LG,53.641097,-2.318624
BL0 9LH,53.639034,-2.316824
BL0 9LJ,53.637724,-2.316133
BL0 9LL,53.638193,-2.315532
BL0 9LN,53.64424,-2.319722
BL0 9LP,53.650146,-2.319388
BL0 9LQ,53.641323,-2.318142
BL0 9LR,53.642776,-2.309032
BL0 9LS,53.643488,-2.308008
BL0 9LT,53.640877,-2.319969
BL0 9LU,53.642855,-2.309713
BL0 9LW,53.641263,-2.320244
BL0 9LX,53.637067,-2.312983
BL0 9LY,53.637723,-2.312957
BL0 9LZ,53.63693,-2.3136930000000002
BL0 9NA,53.64238,-2.322763
BL0 9NB,53.645133,-2.318216
BL0 9ND,53.641999,-2.323819
BL0 9NE,53.641897,-2.321867
BL0 9NF,53.641455,-2.322287
BL0 9NG,53.642872,-2.323538
BL0 9NH,53.64299,-2.322949
BL0 9NJ,53.642055,-2.326482
BL0 9NL,53.641084,-2.326625
BL0 9NN,53.642939,-2.325415
BL0 9NP,53.641217,-2.327413
BL0 9NQ,53.642014,-2.32512
BL0 9NR,53.641973,-2.32695
BL0 9NS,53.641411,-2.328169
BL0 9NT,53.640615,-2.327166
BL0 9NU,53.641279,-2.324146
BL0 9NW,53.642427,-2.325108
BL0 9NX,53.640928,-2.324567
BL0 9NY,53.637206,-2.318307
BL0 9NZ,53.641276,-2.325583
BL0 9PA,53.641365,-2.325826
BL0 9PB,53.641114,-2.325597
BL0 9PD,53.640313,-2.325969
BL0 9PE,53.638761,-2.328029
BL0 9PF,53.639931,-2.327554
BL0 9PG,53.639569,-2.328338
BL0 9PH,53.640753,-2.325897
BL0 9PJ,53.639395,-2.326476
BL0 9PL,53.640057,-2.32754
BL0 9PN,53.639033,-2.330376
BL0 9PP,53.639499,-2.327914
BL0 9PQ,53.638922,-2.328409
BL0 9PR,53.638697,-2.328513
BL0 9PS,53.637527,-2.328867
BL0 9PT,53.637971,-2.327584
BL0 9PU,53.637485,-2.327913
BL0 9PW,53.639176,-2.330649
BL0 9PX,53.637607,-2.329457
BL0 9PY,53.637242,-2.328214
BL0 9PZ,53.636756,-2.328467
BL0 9QA,53.636326,-2.327814
BL0 9QB,53.635376,-2.326763
BL0 9QD,53.63566,-2.328171
BL0 9QE,53.637261,-2.330831
BL0 9QF,53.636407,-2.33099
BL0 9QG,53.638704,-2.332354
BL0 9QH,53.638774,-2.319968
BL0 9QJ,53.641747,-2.324105
BL0 9QL,53.644293,-2.326454
BL0 9QN,53.643791,-2.326132
BL0 9QP,53.63619,-2.331654
BL0 9QQ,53.63823,-2.331746
BL0 9QR,53.635926,-2.332635
BL0 9QS,53.636476,-2.332171
BL0 9QT,53.637348,-2.332147
BL0 9QU,53.637725,-2.332347
BL0 9QW,53.638122,-2.318466
BL0 9QX,53.637129,-2.333265
BL0 9QY,53.635433,-2.332193
BL0 9QZ,53.635299,-2.331738
BL0 9RA,53.635183,-2.331525
BL0 9RB,53.633434,-2.330135
BL0 9RD,53.633715,-2.32613
BL0 9RE,53.636993,-2.323947
BL0 9RF,53.6397,-2.319778
BL0 9RG,53.633092,-2.33352
BL0 9RH,53.631484,-2.330196
BL0 9RJ,53.632631,-2.331218
BL0 9RL,53.632391,-2.330324
BL0 9RN,53.632474,-2.33601
BL0 9RP,53.632222,-2.329672
BL0 9RQ,53.631632,-2.331785
BL0 9RR,53.631766,-2.328731
BL0 9RS,53.631791,-2.336217
BL0 9RT,53.631618,-2.339935
BL0 9RU,53.632054,-2.338427
BL0 9RW,53.632463,-2.336039
BL0 9RX,53.632883,-2.337601
BL0 9RY,53.633024,-2.335334
BL0 9RZ,53.633311,-2.33573
BL0 9SA,53.633562,-2.335216
BL0 9SB,53.634399,-2.332169
BL0 9SD,53.634764,-2.333624
BL0 9SE,53.633201,-2.329891
BL0 9SF,53.637738,-2.330608
BL0 9SG,53.63613,-2.333544
BL0 9SH,53.632422,-2.334632
BL0 9SJ,53.631094,-2.334714
BL0 9SL,53.63205,-2.333361
BL0 9SN,53.629357,-2.332205
BL0 9SP,53.629775,-2.333721
BL0 9SQ,53.64577,-2.322124
BL0 9SR,53.6296,-2.33511
BL0 9SS,53.628624,-2.333226
BL0 9ST,53.627549,-2.332509
BL0 9SU,53.626834,-2.331112
BL0 9SW,53.629085,-2.333201
BL0 9SX,53.627484,-2.333506
BL0 9SY,53.628198,-2.335099
BL0 9SZ,53.627447,-2.330693
BL0 9TA,53.628301,-2.330655
BL0 9TB,53.630456,-2.331276
BL0 9TD,53.631474,-2.333643
BL0 9TE,53.629467,-2.331511
BL0 9TF,53.629675,-2.330771
BL0 9TG,53.627856,-2.331435
BL0 9TH,53.632269,-2.335328
BL0 9TJ,53.650194,-2.317982
BL0 9TL,53.629967,-2.329518
BL0 9TN,53.629515,-2.330377
BL0 9TP,53.630371,-2.329401
BL0 9TQ,53.635669,-2.324784
BL0 9TR,53.630608,-2.32851
BL0 9TS,53.629711,-2.327808
BL0 9TT,53.629547,-2.325175
BL0 9TU,53.630531,-2.326907
BL0 9TW,53.629731,-2.330061
BL0 9TX,53.631051,-2.32741
BL0 9TY,53.631321,-2.327276
BL0 9TZ,53.631858,-2.328263
BL0 9UA,53.631834,-2.327053
BL0 9UB,53.629924,-2.32539
BL0 9UD,53.629249,-2.322406
BL0 9UE,53.628588,-2.324261
BL0 9UF,53.628154,-2.324938
BL0 9UG,53.626707,-2.321933
BL0 9UH,53.62892,-2.324399
BL0 9UJ,53.627923,-2.324014
BL0 9UL,53.628151,-2.323063
BL0 9UN,53.626566,-2.323867
BL0 9UP,53.625695,-2.323543
BL0 9UQ,53.627173,-2.322269
BL0 9UR,53.624339,-2.323366
BL0 9US,53.626538,-2.324578
BL0 9UT,53.626425,-2.326195
BL0 9UU,53.626694,-2.326696
BL0 9UW,53.625738,-2.324541
BL0 9UX,53.627324,-2.326368
BL0 9UY,53.628381,-2.327525
BL0 9UZ,53.627348,-2.327215
BL0 9WA,53.628931,-2.33013
BL0 9WB,53.628043,-2.329519
BL0 9WD,53.629454,-2.329575
BL0 9WE,53.641051,-2.322072
BL0 9WF,53.63854,-2.326591
BL0 9WG,53.641336,-2.323209
BL0 9WH,53.641449,-2.321259
BL0 9WJ,53.638646,-2.327317
BL0 9WL,53.648116,-2.315455
BL0 9WN,53.648116,-2.315455
BL0 9WP,53.648116,-2.315455
BL0 9WQ,53.592627,-2.310206
BL0 9WR,53.592627,-2.310206
BL0 9WS,53.592627,-2.310206
BL0 9WT,53.648116,-2.315455
BL0 9WU,53.592627,-2.310206
BL0 9WW,53.592627,-2.310206
BL0 9WX,53.648116,-2.315455
BL0 9WY,53.592627,-2.310206
BL0 9WZ,53.648116,-2.315455
BL0 9XA,53.625743,-2.325963
BL0 9XB,53.625332,-2.325143
BL0 9XD,53.627089,-2.323387
BL0 9XE,53.630892,-2.326199
BL0 9XF,53.630328,-2.32562
BL0 9XG,53.6253,-2.326957
BL0 9XH,53.627319,-2.324947
BL0 9XJ,53.626499,-2.329008
BL0 9XL,53.592627,-2.310206
BL0 9XN,53.592627,-2.310206
BL0 9XP,53.640584,-2.32886
BL0 9XQ,53.624814,-2.327135
BL0 9XR,53.592627,-2.310206
BL0 9XS,53.640592,-2.32886
BL0 9XT,53.592627,-2.310206
BL0 9XU,53.640149,-2.326754
BL0 9XW,53.592627,-2.310206
BL0 9XX,53.592627,-2.310206
BL0 9XY,53.592627,-2.310206
BL0 9XZ,53.592627,-2.310206
BL0 9YA,53.638719,-2.323537
BL0 9YB,53.652125,-2.318738
BL0 9YD,53.625691,-2.32504
BL0 9YE,53.653351,-2.317249
BL0 9YF,53.653365,-2.318898
BL0 9YG,53.652337,-2.32001
BL0 9YH,53.636807,-2.319409
BL0 9YJ,53.637913,-2.319462
BL0 9YL,53.639435,-2.318097
BL0 9YN,53.635685,-2.31884
BL0 9YP,53.636234,-2.315306
BL0 9YQ,53.646978,-2.317383
BL0 9YR,53.635447,-2.330302
BL0 9YS,53.635969,-2.330019
BL0 9YT,53.592627,-2.310206
BL0 9YU,53.634618,-2.317728
BL0 9YW,53.635995,-2.317028
BL0 9YX,53.63607,-2.316166
BL0 9YY,53.636069,-2.3129
BL0 9ZB,53.592627,-2.310206
BL0 9ZD,53.592627,-2.310206
BL0 9ZE,53.592627,-2.310206
BL0 9ZF,53.592627,-2.310206
BL0 9ZG,53.592627,-2.310206
BL0 9ZH,53.592627,-2.310206
BL0 9ZJ,53.592627,-2.310206
BL0 9ZL,53.592627,-2.310206
BL0 9ZN,53.648881,-2.321769
BL0 9ZP,53.646287,-2.316984
BL0 9ZQ,53.592627,-2.310206
BL0 9ZR,53.592627,-2.310206
BL0 9ZS,53.592627,-2.310206
BL0 9ZT,53.592627,-2.310206
BL0 9ZU,53.592627,-2.310206
BL1 1AA,53.579554,-2.432887
BL1 1AB,53.578117,-2.427768
BL1 1AD,53.579231,-2.432823
BL1 1AE,53.579554,-2.432887
BL1 1AG,53.579554,-2.432887
BL1 1AH,53.579689,-2.432979
BL1 1AP,53.577569,-2.425089
BL1 1AQ,53.578021,-2.42674
BL1 1AR,53.577469,-2.430419
BL1 1AS,53.578021,-2.42674
BL1 1AT,53.577533,-2.42749
BL1 1AU,53.579121,-2.425374
BL1 1BA,53.577731,-2.427371
BL1 1BB,53.578993,-2.433863
BL1 1BD,53.579574,-2.431692
BL1 1BE,53.579513,-2.43192
BL1 1BF,53.579513,-2.43192
BL1 1BG,53.579991,-2.429055
BL1 1BH,53.579864,-2.429326
BL1 1BJ,53.579513,-2.43192
BL1 1BL,53.57992,-2.428737
BL1 1BN,53.58012,-2.427954
BL1 1BP,53.579924,-2.427438
BL1 1BQ,53.580067,-2.429779
BL1 1BR,53.579924,-2.427438
BL1 1BS,53.579953,-2.427061
BL1 1BT,53.579872,-2.426879
BL1 1BU,53.579081,-2.42962
BL1 1BW,53.580209,-2.428242
BL1 1BX,53.577731,-2.427371
BL1 1BY,53.577469,-2.430419
BL1 1BZ,53.579128,-2.428895
BL1 1DA,53.578832,-2.428772
BL1 1DB,53.579128,-2.428895
BL1 1DD,53.579336,-2.428095
BL1 1DE,53.588488,-2.42544
BL1 1DF,53.57925,-2.427583
BL1 1DG,53.579152,-2.427189
BL1 1DJ,53.577737,-2.425861
BL1 1DL,53.579524,-2.428899
BL1 1DN,53.578673,-2.42809
BL1 1DP,53.578047,-2.427117
BL1 1DQ,53.57863,-2.42738
BL1 1DR,53.57829,-2.426317
BL1 1DS,53.578562,-2.426398
BL1 1DT,53.579494,-2.429684
BL1 1DU,53.578104,-2.426257
BL1 1DW,53.578165,-2.426922
BL1 1DX,53.578636,-2.42587
BL1 1DY,53.578574,-2.425643
BL1 1DZ,53.578573,-2.425869
BL1 1EA,53.578465,-2.42839
BL1 1EB,53.578789,-2.425675
BL1 1ED,53.57863,-2.42738
BL1 1EE,53.578742,-2.426233
BL1 1EF,53.57863,-2.42738
BL1 1EG,53.578809,-2.425207
BL1 1EH,53.579257,-2.425423
BL1 1EJ,53.579121,-2.425374
BL1 1EL,53.578822,-2.426476
BL1 1EN,53.578625,-2.42889
BL1 1EP,53.578742,-2.426384
BL1 1EQ,53.579501,-2.427736
BL1 1ER,53.577737,-2.425861
BL1 1ES,53.577291,-2.424769
BL1 1ET,53.577572,-2.424183
BL1 1EW,53.57863,-2.42738
BL1 1EX,53.578479,-2.434417
BL1 1EY,53.579493,-2.427449
BL1 1EZ,53.578378,-2.432558
BL1 1FA,53.579105,-2.425376
BL1 1FB,53.579554,-2.432887
BL1 1FD,53.588488,-2.425425
BL1 1FE,53.588488,-2.425425
BL1 1FF,53.578609,-2.433421
BL1 1FG,53.579554,-2.432887
BL1 1FH,53.588488,-2.425425
BL1 1FJ,53.578117,-2.427768
BL1 1FL,53.588488,-2.42544
BL1 1FN,53.579554,-2.432887
BL1 1FP,53.578117,-2.427768
BL1 1FQ,53.588488,-2.42544
BL1 1FR,53.588488,-2.42544
BL1 1FS,53.588488,-2.42544
BL1 1FT,53.578117,-2.427768
BL1 1FU,53.579554,-2.432887
BL1 1FW,53.588488,-2.42544
BL1 1FX,53.588488,-2.425425
BL1 1FY,53.588488,-2.42544
BL1 1FZ,53.579257,-2.425423
BL1 1GA,53.579554,-2.432887
BL1 1GX,53.579554,-2.432887
BL1 1GY,53.578117,-2.427768
BL1 1GZ,53.578609,-2.433421
BL1 1HA,53.578997,-2.43223
BL1 1HB,53.579091,-2.43187
BL1 1HD,53.579513,-2.43192
BL1 1HE,53.579237,-2.431071
BL1 1HF,53.579513,-2.43192
BL1 1HG,53.5795,-2.428068
BL1 1HH,53.57942,-2.427615
BL1 1HJ,53.579389,-2.426421
BL1 1HL,53.579391,-2.425757
BL1 1HN,53.578614,-2.431911
BL1 1HP,53.578636,-2.42587
BL1 1HQ,53.579491,-2.429773
BL1 1HR,53.579534,-2.425879
BL1 1HS,53.579365,-2.425394
BL1 1HT,53.579534,-2.425879
BL1 1HU,53.57993,-2.425822
BL1 1HW,53.579374,-2.430499
BL1 1HX,53.579783,-2.424295
BL1 1HY,53.579791,-2.424401
BL1 1HZ,53.579554,-2.432887
BL1 1JA,53.579534,-2.425879
BL1 1JB,53.577731,-2.427371
BL1 1JD,53.579534,-2.425879
BL1 1JE,53.579513,-2.43192
BL1 1JF,53.579808,-2.4249
BL1 1JG,53.579365,-2.425394
BL1 1JH,53.57863,-2.42738
BL1 1JJ,53.578117,-2.427768
BL1 1JL,53.577773,-2.427686
BL1 1JN,53.577533,-2.42749
BL1 1JP,53.577731,-2.427371
BL1 1JQ,53.577726,-2.428881
BL1 1JR,53.576827,-2.428872
BL1 1JS,53.577731,-2.427371
BL1 1JT,53.577464,-2.426825
BL1 1JU,53.578913,-2.431325
BL1 1JW,53.588488,-2.425425
BL1 1JX,53.577731,-2.427371
BL1 1JY,53.578625,-2.42889
BL1 1JZ,53.577882,-2.428128
BL1 1LA,53.577515,-2.430042
BL1 1LB,53.577726,-2.428881
BL1 1LD,53.577846,-2.428037
BL1 1LE,53.577503,-2.42832
BL1 1LF,53.577198,-2.428257
BL1 1LG,53.577524,-2.42749
BL1 1LH,53.577533,-2.42749
BL1 1LJ,53.588488,-2.42544
BL1 1LL,53.57737,-2.427805
BL1 1LN,53.577111,-2.427516
BL1 1LP,53.578117,-2.427768
BL1 1LQ,53.588488,-2.42544
BL1 1LR,53.577039,-2.42753
BL1 1LS,53.57691,-2.428465
BL1 1LT,53.577861,-2.428852
BL1 1LU,53.577515,-2.430042
BL1 1LW,53.577726,-2.428881
BL1 1LX,53.57863,-2.42738
BL1 1LY,53.579773,-2.424582
BL1 1LZ,53.577731,-2.427371
BL1 1NA,53.575928,-2.428863
BL1 1NB,53.577031,-2.42972
BL1 1ND,53.576827,-2.428872
BL1 1NE,53.577151,-2.428875
BL1 1NF,53.578619,-2.430401
BL1 1NG,53.576827,-2.428872
BL1 1NH,53.576732,-2.427844
BL1 1NJ,53.576665,-2.428415
BL1 1NL,53.575923,-2.430373
BL1 1NN,53.576886,-2.427513
BL1 1NP,53.576984,-2.42721
BL1 1NQ,53.575923,-2.430373
BL1 1NR,53.576701,-2.426545
BL1 1NS,53.576501,-2.427177
BL1 1NT,53.576613,-2.426076
BL1 1NU,53.577731,-2.427371
BL1 1NW,53.576827,-2.428872
BL1 1NX,53.576312,-2.427251
BL1 1NY,53.575934,-2.427353
BL1 1NZ,53.576345,-2.428142
BL1 1PA,53.576827,-2.428872
BL1 1PB,53.575713,-2.4288
BL1 1PD,53.576092,-2.428336
BL1 1PE,53.575839,-2.428817
BL1 1PF,53.576244,-2.428609
BL1 1PG,53.576827,-2.428872
BL1 1PH,53.576838,-2.425852
BL1 1PJ,53.578602,-2.422607
BL1 1PL,53.577815,-2.429154
BL1 1PN,53.577737,-2.425861
BL1 1PP,53.578447,-2.425337
BL1 1PQ,53.57493,-2.42914
BL1 1PR,53.578431,-2.425339
BL1 1PS,53.578653,-2.423044
BL1 1PT,53.57811,-2.424611
BL1 1PU,53.578153,-2.42517
BL1 1PW,53.578423,-2.427438
BL1 1PX,53.577759,-2.424728
BL1 1PY,53.578641,-2.42436
BL1 1PZ,53.578356,-2.423601
BL1 1QA,53.577742,-2.42435
BL1 1QB,53.577742,-2.42435
BL1 1QD,53.577001,-2.425642
BL1 1QE,53.579485,-2.427132
BL1 1QG,53.576838,-2.425852
BL1 1QH,53.577737,-2.425861
BL1 1QJ,53.576631,-2.426001
BL1 1QL,53.576838,-2.425852
BL1 1QN,53.577621,-2.425573
BL1 1QP,53.577731,-2.427371
BL1 1QQ,53.577277,-2.426385
BL1 1QR,53.577944,-2.425818
BL1 1QS,53.577731,-2.427371
BL1 1QT,53.578705,-2.43167
BL1 1QU,53.578641,-2.42436
BL1 1QW,53.577411,-2.426537
BL1 1QX,53.579554,-2.432887
BL1 1QY,53.578731,-2.431746
BL1 1QZ,53.579182,-2.431388
BL1 1RA,53.579518,-2.43041
BL1 1RB,53.579518,-2.43041
BL1 1RD,53.579096,-2.430466
BL1 1RE,53.579239,-2.430633
BL1 1RF,53.579259,-2.429924
BL1 1RG,53.579331,-2.429909
BL1 1RH,53.578619,-2.430401
BL1 1RJ,53.578372,-2.429099
BL1 1RL,53.577721,-2.430391
BL1 1RN,53.578619,-2.430401
BL1 1RP,53.578625,-2.42889
BL1 1RQ,53.578117,-2.427768
BL1 1RR,53.577726,-2.428881
BL1 1RS,53.578067,-2.42852
BL1 1RT,53.577969,-2.428914
BL1 1RU,53.578232,-2.430774
BL1 1RW,53.578229,-2.429052
BL1 1RX,53.588488,-2.425425
BL1 1RY,53.577515,-2.430042
BL1 1RZ,53.577531,-2.43004
BL1 1SA,53.577385,-2.431294
