oa11cd,lsoa11cd,lsoa11nm,msoa11cd,msoa11nm,lad11cd,lad11nm
E00025562,E01005052,Bury 006D,E02001024,Bury 006,E08000002,Bury
E00025563,E01005050,Bury 006C,E02001024,Bury 006,E08000002,Bury
E00025564,E01005052,Bury 006D,E02001024,Bury 006,E08000002,Bury
E00025565,E01005052,Bury 006D,E02001024,Bury 006,E08000002,Bury
E00025566,E01005050,Bury 006C,E02001024,Bury 006,E08000002,Bury
E00025567,E01005050,Bury 006C,E02001024,Bury 006,E08000002,Bury
E00025568,E01005053,Bury 006E,E02001024,Bury 006,E08000002,Bury
E00025569,E01005053,Bury 006E,E02001024,Bury 006,E08000002,Bury
E00025570,E01005053,Bury 006E,E02001024,Bury 006,E08000002,Bury
E00025571,E01005056,Bury 017C,E02001035,Bury 017,E08000002,Bury
E00025572,E01005058,Bury 017E,E02001035,Bury 017,E08000002,Bury
E00025573,E01005058,Bury 017E,E02001035,Bury 017,E08000002,Bury
E00025574,E01005056,Bury 017C,E02001035,Bury 017,E08000002,Bury
E00025575,E01005054,Bury 013B,E02001031,Bury 013,E08000002,Bury
E00025576,E01005057,Bury 017D,E02001035,Bury 017,E08000002,Bury
E00025577,E01005059,Bury 013C,E02001031,Bury 013,E08000002,Bury
E00025578,E01005060,Bury 013D,E02001031,Bury 013,E08000002,Bury
E00025579,E01005060,Bury 013D,E02001031,Bury 013,E08000002,Bury
E00025580,E01005060,Bury 013D,E02001031,Bury 013,E08000002,Bury
E00025581,E01005054,Bury 013B,E02001031,Bury 013,E08000002,Bury
E00025582,E01005060,Bury 013D,E02001031,Bury 013,E08000002,Bury
E00025583,E01005057,Bury 017D,E02001035,Bury 017,E08000002,Bury
E00025584,E01005054,Bury 013B,E02001031,Bury 013,E08000002,Bury
E00025585,E01005060,Bury 013D,E02001031,Bury 013,E08000002,Bury
E00025586,E01005054,Bury 013B,E02001031,Bury 013,E08000002,Bury
E00025587,E01005057,Bury 017D,E02001035,Bury 017,E08000002,Bury
E00025588,E01005055,Bury 017B,E02001035,Bury 017,E08000002,Bury
E00025589,E01005057,Bury 017D,E02001035,Bury 017,E08000002,Bury
E00025590,E01005054,Bury 013B,E02001031,Bury 013,E08000002,Bury
E00025591,E01005057,Bury 017D,E02001035,Bury 017,E08000002,Bury
E00025592,E01005056,Bury 017C,E02001035,Bury 017,E08000002,Bury
E00025593,E01005055,Bury 017B,E02001035,Bury 017,E08000002,Bury
E00025594,E01005055,Bury 017B,E02001035,Bury 017,E08000002,Bury
E00025595,E01005055,Bury 017B,E02001035,Bury 017,E08000002,Bury
E00025596,E01005055,Bury 017B,E02001035,Bury 017,E08000002,Bury
E00025597,E01005056,Bury 017C,E02001035,Bury 017,E08000002,Bury
E00025598,E01005056,Bury 017C,E02001035,Bury 017,E08000002,Bury
E00025599,E01005058,Bury 017E,E02001035,Bury 017,E08000002,Bury
E00025600,E01005058,Bury 017E,E02001035,Bury 017,E08000002,Bury
E00025602,E01005059,Bury 013C,E02001031,Bury 013,E08000002,Bury
E00025603,E01005059,Bury 013C,E02001031,Bury 013,E08000002,Bury
E00025604,E01033657,Manchester 022G,E02001066,Manchester 022,E08000003,Manchester
E00025605,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025607,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025608,E01005063,Manchester 018C,E02001062,Manchester 018,E08000003,Manchester
E00025611,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025612,E01005066,Manchester 018E,E02001062,Manchester 018,E08000003,Manchester
E00025613,E01005066,Manchester 018E,E02001062,Manchester 018,E08000003,Manchester
E00025614,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025615,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025616,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025617,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025618,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025619,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025620,E01005067,Manchester 020A,E02001064,Manchester 020,E08000003,Manchester
E00025621,E01005067,Manchester 020A,E02001064,Manchester 020,E08000003,Manchester
E00025622,E01005065,Manchester 018D,E02001062,Manchester 018,E08000003,Manchester
E00025623,E01005062,Manchester 018B,E02001062,Manchester 018,E08000003,Manchester
E00025624,E01005067,Manchester 020A,E02001064,Manchester 020,E08000003,Manchester
E00025625,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025626,E01005061,Manchester 018A,E02001062,Manchester 018,E08000003,Manchester
E00025627,E01005067,Manchester 020A,E02001064,Manchester 020,E08000003,Manchester
E00025628,E01005063,Manchester 018C,E02001062,Manchester 018,E08000003,Manchester
E00025629,E01005062,Manchester 018B,E02001062,Manchester 018,E08000003,Manchester
E00025630,E01005062,Manchester 018B,E02001062,Manchester 018,E08000003,Manchester
E00025631,E01005062,Manchester 018B,E02001062,Manchester 018,E08000003,Manchester
E00025632,E01005063,Manchester 018C,E02001062,Manchester 018,E08000003,Manchester
E00025633,E01033652,Manchester 022F,E02001066,Manchester 022,E08000003,Manchester
E00025634,E01005063,Manchester 018C,E02001062,Manchester 018,E08000003,Manchester
E00025635,E01005063,Manchester 018C,E02001062,Manchester 018,E08000003,Manchester
E00025636,E01033652,Manchester 022F,E02001066,Manchester 022,E08000003,Manchester
E00025638,E01005074,Manchester 051C,E02001095,Manchester 051,E08000003,Manchester
E00025639,E01005075,Manchester 051D,E02001095,Manchester 051,E08000003,Manchester
E00025640,E01005073,Manchester 048C,E02001092,Manchester 048,E08000003,Manchester
E00025641,E01005069,Manchester 047A,E02001091,Manchester 047,E08000003,Manchester
E00025642,E01005071,Manchester 048A,E02001092,Manchester 048,E08000003,Manchester
E00025643,E01005070,Manchester 051B,E02001095,Manchester 051,E08000003,Manchester
E00025644,E01005074,Manchester 051C,E02001095,Manchester 051,E08000003,Manchester
E00025645,E01005075,Manchester 051D,E02001095,Manchester 051,E08000003,Manchester
E00025646,E01005073,Manchester 048C,E02001092,Manchester 048,E08000003,Manchester
E00025647,E01005074,Manchester 051C,E02001095,Manchester 051,E08000003,Manchester
E00025648,E01005075,Manchester 051D,E02001095,Manchester 051,E08000003,Manchester
E00025649,E01005075,Manchester 051D,E02001095,Manchester 051,E08000003,Manchester
E00025650,E01005075,Manchester 051D,E02001095,Manchester 051,E08000003,Manchester
E00025651,E01005068,Manchester 051A,E02001095,Manchester 051,E08000003,Manchester
E00025652,E01005068,Manchester 051A,E02001095,Manchester 051,E08000003,Manchester
E00025653,E01005068,Manchester 051A,E02001095,Manchester 051,E08000003,Manchester
E00025654,E01005068,Manchester 051A,E02001095,Manchester 051,E08000003,Manchester
E00025655,E01005068,Manchester 051A,E02001095,Manchester 051,E08000003,Manchester
E00025656,E01005069,Manchester 047A,E02001091,Manchester 047,E08000003,Manchester
E00025657,E01005069,Manchester 047A,E02001091,Manchester 047,E08000003,Manchester
E00025658,E01005069,Manchester 047A,E02001091,Manchester 047,E08000003,Manchester
E00025659,E01005071,Manchester 048A,E02001092,Manchester 048,E08000003,Manchester
E00025660,E01005073,Manchester 048C,E02001092,Manchester 048,E08000003,Manchester
E00025661,E01005071,Manchester 048A,E02001092,Manchester 048,E08000003,Manchester
E00025662,E01005071,Manchester 048A,E02001092,Manchester 048,E08000003,Manchester
E00025663,E01005072,Manchester 048B,E02001092,Manchester 048,E08000003,Manchester
E00025664,E01005069,Manchester 047A,E02001091,Manchester 047,E08000003,Manchester
E00025665,E01005072,Manchester 048B,E02001092,Manchester 048,E08000003,Manchester
E00025666,E01005070,Manchester 051B,E02001095,Manchester 051,E08000003,Manchester
E00025667,E01005073,Manchester 048C,E02001092,Manchester 048,E08000003,Manchester
E00025668,E01005071,Manchester 048A,E02001092,Manchester 048,E08000003,Manchester
E00025669,E01005072,Manchester 048B,E02001092,Manchester 048,E08000003,Manchester
E00025670,E01005072,Manchester 048B,E02001092,Manchester 048,E08000003,Manchester
E00025671,E01005070,Manchester 051B,E02001095,Manchester 051,E08000003,Manchester
E00025672,E01005072,Manchester 048B,E02001092,Manchester 048,E08000003,Manchester
E00025673,E01005070,Manchester 051B,E02001095,Manchester 051,E08000003,Manchester
E00025674,E01005073,Manchester 048C,E02001092,Manchester 048,E08000003,Manchester
E00025675,E01005074,Manchester 051C,E02001095,Manchester 051,E08000003,Manchester
E00025676,E01005074,Manchester 051C,E02001095,Manchester 051,E08000003,Manchester
E00025677,E01005070,Manchester 051B,E02001095,Manchester 051,E08000003,Manchester
E00025678,E01005082,Manchester 037A,E02001081,Manchester 037,E08000003,Manchester
E00025680,E01033671,Manchester 039F,E02001083,Manchester 039,E08000003,Manchester
E00025681,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025682,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025684,E01005082,Manchester 037A,E02001081,Manchester 037,E08000003,Manchester
E00025685,E01033671,Manchester 039F,E02001083,Manchester 039,E08000003,Manchester
E00025687,E01005082,Manchester 037A,E02001081,Manchester 037,E08000003,Manchester
E00025688,E01005082,Manchester 037A,E02001081,Manchester 037,E08000003,Manchester
E00025689,E01005084,Manchester 042D,E02001086,Manchester 042,E08000003,Manchester
E00025690,E01005082,Manchester 037A,E02001081,Manchester 037,E08000003,Manchester
E00025691,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025692,E01005076,Manchester 039A,E02001083,Manchester 039,E08000003,Manchester
E00025693,E01033671,Manchester 039F,E02001083,Manchester 039,E08000003,Manchester
E00025694,E01005084,Manchester 042D,E02001086,Manchester 042,E08000003,Manchester
E00025695,E01005076,Manchester 039A,E02001083,Manchester 039,E08000003,Manchester
E00025696,E01005084,Manchester 042D,E02001086,Manchester 042,E08000003,Manchester
E00025697,E01005079,Manchester 042C,E02001086,Manchester 042,E08000003,Manchester
E00025698,E01005084,Manchester 042D,E02001086,Manchester 042,E08000003,Manchester
E00025699,E01005076,Manchester 039A,E02001083,Manchester 039,E08000003,Manchester
E00025700,E01005076,Manchester 039A,E02001083,Manchester 039,E08000003,Manchester
E00025701,E01005076,Manchester 039A,E02001083,Manchester 039,E08000003,Manchester
E00025702,E01005077,Manchester 042A,E02001086,Manchester 042,E08000003,Manchester
E00025703,E01005079,Manchester 042C,E02001086,Manchester 042,E08000003,Manchester
E00025704,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025705,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025706,E01005078,Manchester 042B,E02001086,Manchester 042,E08000003,Manchester
E00025707,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025708,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025709,E01005083,Manchester 039D,E02001083,Manchester 039,E08000003,Manchester
E00025710,E01005077,Manchester 042A,E02001086,Manchester 042,E08000003,Manchester
E00025711,E01005079,Manchester 042C,E02001086,Manchester 042,E08000003,Manchester
E00025712,E01005079,Manchester 042C,E02001086,Manchester 042,E08000003,Manchester
E00025713,E01005077,Manchester 042A,E02001086,Manchester 042,E08000003,Manchester
E00025714,E01005077,Manchester 042A,E02001086,Manchester 042,E08000003,Manchester
E00025715,E01005078,Manchester 042B,E02001086,Manchester 042,E08000003,Manchester
E00025716,E01005078,Manchester 042B,E02001086,Manchester 042,E08000003,Manchester
E00025717,E01005079,Manchester 042C,E02001086,Manchester 042,E08000003,Manchester
E00025718,E01005077,Manchester 042A,E02001086,Manchester 042,E08000003,Manchester
E00025719,E01005078,Manchester 042B,E02001086,Manchester 042,E08000003,Manchester
E00025720,E01005078,Manchester 042B,E02001086,Manchester 042,E08000003,Manchester
E00025721,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025722,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025723,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025724,E01005081,Manchester 039C,E02001083,Manchester 039,E08000003,Manchester
E00025725,E01005089,Manchester 049C,E02001093,Manchester 049,E08000003,Manchester
E00025726,E01005091,Manchester 050D,E02001094,Manchester 050,E08000003,Manchester
E00025727,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025728,E01005086,Manchester 049B,E02001093,Manchester 049,E08000003,Manchester
E00025729,E01005086,Manchester 049B,E02001093,Manchester 049,E08000003,Manchester
E00025730,E01005091,Manchester 050D,E02001094,Manchester 050,E08000003,Manchester
E00025731,E01005085,Manchester 049A,E02001093,Manchester 049,E08000003,Manchester
E00025732,E01005085,Manchester 049A,E02001093,Manchester 049,E08000003,Manchester
E00025733,E01005085,Manchester 049A,E02001093,Manchester 049,E08000003,Manchester
E00025734,E01005085,Manchester 049A,E02001093,Manchester 049,E08000003,Manchester
E00025735,E01005086,Manchester 049B,E02001093,Manchester 049,E08000003,Manchester
E00025736,E01005087,Manchester 050A,E02001094,Manchester 050,E08000003,Manchester
E00025737,E01005086,Manchester 049B,E02001093,Manchester 049,E08000003,Manchester
E00025738,E01005086,Manchester 049B,E02001093,Manchester 049,E08000003,Manchester
E00025739,E01005087,Manchester 050A,E02001094,Manchester 050,E08000003,Manchester
E00025740,E01005089,Manchester 049C,E02001093,Manchester 049,E08000003,Manchester
E00025741,E01005087,Manchester 050A,E02001094,Manchester 050,E08000003,Manchester
E00025742,E01005089,Manchester 049C,E02001093,Manchester 049,E08000003,Manchester
E00025743,E01005088,Manchester 050B,E02001094,Manchester 050,E08000003,Manchester
E00025744,E01005087,Manchester 050A,E02001094,Manchester 050,E08000003,Manchester
E00025745,E01005087,Manchester 050A,E02001094,Manchester 050,E08000003,Manchester
E00025746,E01005089,Manchester 049C,E02001093,Manchester 049,E08000003,Manchester
E00025747,E01005088,Manchester 050B,E02001094,Manchester 050,E08000003,Manchester
E00025748,E01005088,Manchester 050B,E02001094,Manchester 050,E08000003,Manchester
E00025749,E01005091,Manchester 050D,E02001094,Manchester 050,E08000003,Manchester
E00025750,E01005089,Manchester 049C,E02001093,Manchester 049,E08000003,Manchester
E00025751,E01005088,Manchester 050B,E02001094,Manchester 050,E08000003,Manchester
E00025752,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025753,E01005088,Manchester 050B,E02001094,Manchester 050,E08000003,Manchester
E00025754,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025756,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025757,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025758,E01005090,Manchester 050C,E02001094,Manchester 050,E08000003,Manchester
E00025759,E01005091,Manchester 050D,E02001094,Manchester 050,E08000003,Manchester
E00025760,E01005097,Manchester 012C,E02001056,Manchester 012,E08000003,Manchester
E00025761,E01005097,Manchester 012C,E02001056,Manchester 012,E08000003,Manchester
E00025762,E01033669,Manchester 015G,E02001059,Manchester 015,E08000003,Manchester
E00025763,E01005093,Manchester 012A,E02001056,Manchester 012,E08000003,Manchester
E00025764,E01005094,Manchester 012B,E02001056,Manchester 012,E08000003,Manchester
E00025765,E01033669,Manchester 015G,E02001059,Manchester 015,E08000003,Manchester
E00025766,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025767,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025768,E01005093,Manchester 012A,E02001056,Manchester 012,E08000003,Manchester
E00025769,E01005093,Manchester 012A,E02001056,Manchester 012,E08000003,Manchester
E00025771,E01033668,Manchester 015F,E02001059,Manchester 015,E08000003,Manchester
E00025772,E01033688,Manchester 013G,E02001057,Manchester 013,E08000003,Manchester
E00025773,E01005097,Manchester 012C,E02001056,Manchester 012,E08000003,Manchester
E00025774,E01005093,Manchester 012A,E02001056,Manchester 012,E08000003,Manchester
E00025775,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025776,E01005097,Manchester 012C,E02001056,Manchester 012,E08000003,Manchester
E00025777,E01005093,Manchester 012A,E02001056,Manchester 012,E08000003,Manchester
E00025778,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025779,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025780,E01005092,Manchester 015A,E02001059,Manchester 015,E08000003,Manchester
E00025781,E01005094,Manchester 012B,E02001056,Manchester 012,E08000003,Manchester
E00025782,E01005094,Manchester 012B,E02001056,Manchester 012,E08000003,Manchester
E00025786,E01005094,Manchester 012B,E02001056,Manchester 012,E08000003,Manchester
E00025787,E01033669,Manchester 015G,E02001059,Manchester 015,E08000003,Manchester
E00025788,E01033688,Manchester 013G,E02001057,Manchester 013,E08000003,Manchester
E00025790,E01033669,Manchester 015G,E02001059,Manchester 015,E08000003,Manchester
E00025791,E01033688,Manchester 013G,E02001057,Manchester 013,E08000003,Manchester
E00025793,E01005097,Manchester 012C,E02001056,Manchester 012,E08000003,Manchester
E00025794,E01005099,Manchester 001B,E02001045,Manchester 001,E08000003,Manchester
E00025795,E01005101,Manchester 002A,E02001046,Manchester 002,E08000003,Manchester
E00025796,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025797,E01005099,Manchester 001B,E02001045,Manchester 001,E08000003,Manchester
E00025798,E01005100,Manchester 001C,E02001045,Manchester 001,E08000003,Manchester
E00025799,E01005099,Manchester 001B,E02001045,Manchester 001,E08000003,Manchester
E00025800,E01005099,Manchester 001B,E02001045,Manchester 001,E08000003,Manchester
E00025801,E01005099,Manchester 001B,E02001045,Manchester 001,E08000003,Manchester
E00025802,E01005102,Manchester 001D,E02001045,Manchester 001,E08000003,Manchester
E00025803,E01005100,Manchester 001C,E02001045,Manchester 001,E08000003,Manchester
E00025804,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025805,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025806,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025807,E01005102,Manchester 001D,E02001045,Manchester 001,E08000003,Manchester
E00025808,E01005102,Manchester 001D,E02001045,Manchester 001,E08000003,Manchester
E00025809,E01005100,Manchester 001C,E02001045,Manchester 001,E08000003,Manchester
E00025810,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025811,E01005104,Manchester 004A,E02001048,Manchester 004,E08000003,Manchester
E00025812,E01005102,Manchester 001D,E02001045,Manchester 001,E08000003,Manchester
E00025813,E01005101,Manchester 002A,E02001046,Manchester 002,E08000003,Manchester
E00025814,E01005101,Manchester 002A,E02001046,Manchester 002,E08000003,Manchester
E00025815,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025816,E01005101,Manchester 002A,E02001046,Manchester 002,E08000003,Manchester
E00025817,E01005100,Manchester 001C,E02001045,Manchester 001,E08000003,Manchester
E00025818,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025819,E01005101,Manchester 002A,E02001046,Manchester 002,E08000003,Manchester
E00025820,E01005103,Manchester 001E,E02001045,Manchester 001,E08000003,Manchester
E00025821,E01005104,Manchester 004A,E02001048,Manchester 004,E08000003,Manchester
E00025822,E01005104,Manchester 004A,E02001048,Manchester 004,E08000003,Manchester
E00025823,E01005104,Manchester 004A,E02001048,Manchester 004,E08000003,Manchester
E00025825,E01005100,Manchester 001C,E02001045,Manchester 001,E08000003,Manchester
E00025826,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025827,E01005102,Manchester 001D,E02001045,Manchester 001,E08000003,Manchester
E00025828,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025829,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025830,E01005098,Manchester 001A,E02001045,Manchester 001,E08000003,Manchester
E00025832,E01005108,Manchester 017A,E02001061,Manchester 017,E08000003,Manchester
E00025833,E01005105,Manchester 015C,E02001059,Manchester 015,E08000003,Manchester
E00025834,E01005107,Manchester 015E,E02001059,Manchester 015,E08000003,Manchester
E00025835,E01005108,Manchester 017A,E02001061,Manchester 017,E08000003,Manchester
E00025836,E01005106,Manchester 015D,E02001059,Manchester 015,E08000003,Manchester
E00025837,E01005106,Manchester 015D,E02001059,Manchester 015,E08000003,Manchester
E00025838,E01005107,Manchester 015E,E02001059,Manchester 015,E08000003,Manchester
E00025840,E01005106,Manchester 015D,E02001059,Manchester 015,E08000003,Manchester
E00025841,E01005106,Manchester 015D,E02001059,Manchester 015,E08000003,Manchester
E00025842,E01005105,Manchester 015C,E02001059,Manchester 015,E08000003,Manchester
E00025843,E01005108,Manchester 017A,E02001061,Manchester 017,E08000003,Manchester
E00025844,E01005107,Manchester 015E,E02001059,Manchester 015,E08000003,Manchester
E00025845,E01005106,Manchester 015D,E02001059,Manchester 015,E08000003,Manchester
E00025846,E01005108,Manchester 017A,E02001061,Manchester 017,E08000003,Manchester
E00025850,E01005108,Manchester 017A,E02001061,Manchester 017,E08000003,Manchester
E00025851,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025852,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025853,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025855,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025856,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025857,E01033666,Manchester 017F,E02001061,Manchester 017,E08000003,Manchester
E00025858,E01005107,Manchester 015E,E02001059,Manchester 015,E08000003,Manchester
E00025859,E01005107,Manchester 015E,E02001059,Manchester 015,E08000003,Manchester
E00025862,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025863,E01005116,Manchester 047E,E02001091,Manchester 047,E08000003,Manchester
E00025864,E01005111,Manchester 047B,E02001091,Manchester 047,E08000003,Manchester
E00025865,E01005116,Manchester 047E,E02001091,Manchester 047,E08000003,Manchester
E00025866,E01005111,Manchester 047B,E02001091,Manchester 047,E08000003,Manchester
E00025867,E01005116,Manchester 047E,E02001091,Manchester 047,E08000003,Manchester
E00025868,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025869,E01005112,Manchester 048D,E02001092,Manchester 048,E08000003,Manchester
E00025870,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025871,E01005111,Manchester 047B,E02001091,Manchester 047,E08000003,Manchester
E00025872,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025873,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025875,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025876,E01005116,Manchester 047E,E02001091,Manchester 047,E08000003,Manchester
E00025877,E01005111,Manchester 047B,E02001091,Manchester 047,E08000003,Manchester
E00025878,E01005116,Manchester 047E,E02001091,Manchester 047,E08000003,Manchester
E00025879,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025880,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025882,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025883,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025884,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025885,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025886,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025887,E01005114,Manchester 047D,E02001091,Manchester 047,E08000003,Manchester
E00025888,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025889,E01005112,Manchester 048D,E02001092,Manchester 048,E08000003,Manchester
E00025890,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025891,E01005112,Manchester 048D,E02001092,Manchester 048,E08000003,Manchester
E00025892,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025893,E01005113,Manchester 047C,E02001091,Manchester 047,E08000003,Manchester
E00025894,E01005112,Manchester 048D,E02001092,Manchester 048,E08000003,Manchester
E00025895,E01005112,Manchester 048D,E02001092,Manchester 048,E08000003,Manchester
E00025896,E01005117,Manchester 048E,E02001092,Manchester 048,E08000003,Manchester
E00025897,E01005115,Manchester 044A,E02001088,Manchester 044,E08000003,Manchester
E00025898,E01005115,Manchester 044A,E02001088,Manchester 044,E08000003,Manchester
E00025899,E01005111,Manchester 047B,E02001091,Manchester 047,E08000003,Manchester
E00025900,E01005115,Manchester 044A,E02001088,Manchester 044,E08000003,Manchester
E00025901,E01005115,Manchester 044A,E02001088,Manchester 044,E08000003,Manchester
E00025902,E01005120,Manchester 034B,E02001078,Manchester 034,E08000003,Manchester
E00025903,E01005123,Manchester 041D,E02001085,Manchester 041,E08000003,Manchester
E00025904,E01005123,Manchester 041D,E02001085,Manchester 041,E08000003,Manchester
E00025905,E01005122,Manchester 041C,E02001085,Manchester 041,E08000003,Manchester
E00025906,E01005123,Manchester 041D,E02001085,Manchester 041,E08000003,Manchester
E00025907,E01005123,Manchester 041D,E02001085,Manchester 041,E08000003,Manchester
E00025908,E01005126,Manchester 045A,E02001089,Manchester 045,E08000003,Manchester
E00025909,E01005121,Manchester 041B,E02001085,Manchester 041,E08000003,Manchester
E00025910,E01005119,Manchester 041A,E02001085,Manchester 041,E08000003,Manchester
E00025911,E01005121,Manchester 041B,E02001085,Manchester 041,E08000003,Manchester
E00025912,E01005119,Manchester 041A,E02001085,Manchester 041,E08000003,Manchester
E00025913,E01005119,Manchester 041A,E02001085,Manchester 041,E08000003,Manchester
E00025914,E01005123,Manchester 041D,E02001085,Manchester 041,E08000003,Manchester
E00025915,E01005124,Manchester 041E,E02001085,Manchester 041,E08000003,Manchester
E00025916,E01005124,Manchester 041E,E02001085,Manchester 041,E08000003,Manchester
E00025917,E01005124,Manchester 041E,E02001085,Manchester 041,E08000003,Manchester
E00025918,E01005119,Manchester 041A,E02001085,Manchester 041,E08000003,Manchester
E00025919,E01005125,Manchester 040A,E02001084,Manchester 040,E08000003,Manchester
E00025920,E01005125,Manchester 040A,E02001084,Manchester 040,E08000003,Manchester
E00025921,E01005125,Manchester 040A,E02001084,Manchester 040,E08000003,Manchester
E00025922,E01005125,Manchester 040A,E02001084,Manchester 040,E08000003,Manchester
E00025923,E01005124,Manchester 041E,E02001085,Manchester 041,E08000003,Manchester
E00025924,E01005124,Manchester 041E,E02001085,Manchester 041,E08000003,Manchester
E00025925,E01005126,Manchester 045A,E02001089,Manchester 045,E08000003,Manchester
E00025926,E01005125,Manchester 040A,E02001084,Manchester 040,E08000003,Manchester
E00025927,E01005126,Manchester 045A,E02001089,Manchester 045,E08000003,Manchester
E00025928,E01005126,Manchester 045A,E02001089,Manchester 045,E08000003,Manchester
E00025929,E01005126,Manchester 045A,E02001089,Manchester 045,E08000003,Manchester
E00025930,E01005118,Manchester 034A,E02001078,Manchester 034,E08000003,Manchester
E00025931,E01005118,Manchester 034A,E02001078,Manchester 034,E08000003,Manchester
E00025932,E01005120,Manchester 034B,E02001078,Manchester 034,E08000003,Manchester
E00025933,E01005118,Manchester 034A,E02001078,Manchester 034,E08000003,Manchester
E00025934,E01005120,Manchester 034B,E02001078,Manchester 034,E08000003,Manchester
E00025935,E01005118,Manchester 034A,E02001078,Manchester 034,E08000003,Manchester
E00025936,E01005120,Manchester 034B,E02001078,Manchester 034,E08000003,Manchester
E00025937,E01005120,Manchester 034B,E02001078,Manchester 034,E08000003,Manchester
E00025938,E01005122,Manchester 041C,E02001085,Manchester 041,E08000003,Manchester
