oa11cd,lsoa11cd,lsoa11nm,msoa11cd,msoa11nm,lad11cd,lad11nm
E00025939,E01005121,Manchester 041B,E02001085,Manchester 041,E08000003,Manchester
E00025940,E01005121,Manchester 041B,E02001085,Manchester 041,E08000003,Manchester
E00025941,E01005122,Manchester 041C,E02001085,Manchester 041,E08000003,Manchester
E00025942,E01005122,Manchester 041C,E02001085,Manchester 041,E08000003,Manchester
E00025943,E01005122,Manchester 041C,E02001085,Manchester 041,E08000003,Manchester
E00025944,E01005121,Manchester 041B,E02001085,Manchester 041,E08000003,Manchester
E00025945,E01005119,Manchester 041A,E02001085,Manchester 041,E08000003,Manchester
E00025948,E01005132,Manchester 013C,E02001057,Manchester 013,E08000003,Manchester
E00025949,E01005133,Manchester 013D,E02001057,Manchester 013,E08000003,Manchester
E00025950,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025951,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025952,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025953,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025954,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025955,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025957,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025958,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025959,E01005132,Manchester 013C,E02001057,Manchester 013,E08000003,Manchester
E00025961,E01005133,Manchester 013D,E02001057,Manchester 013,E08000003,Manchester
E00025962,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025963,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025964,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025968,E01005132,Manchester 013C,E02001057,Manchester 013,E08000003,Manchester
E00025969,E01005132,Manchester 013C,E02001057,Manchester 013,E08000003,Manchester
E00025970,E01005132,Manchester 013C,E02001057,Manchester 013,E08000003,Manchester
E00025976,E01005133,Manchester 013D,E02001057,Manchester 013,E08000003,Manchester
E00025987,E01033653,Manchester 055B,E02006912,Manchester 055,E08000003,Manchester
E00025988,E01005128,Manchester 055A,E02006912,Manchester 055,E08000003,Manchester
E00025989,E01033662,Manchester 057C,E02006914,Manchester 057,E08000003,Manchester
E00025993,E01005130,Manchester 054A,E02006902,Manchester 054,E08000003,Manchester
E00025994,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025995,E01005129,Manchester 013B,E02001057,Manchester 013,E08000003,Manchester
E00025996,E01005140,Manchester 002E,E02001046,Manchester 002,E08000003,Manchester
E00025997,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00025998,E01033687,Manchester 003G,E02001047,Manchester 003,E08000003,Manchester
E00026000,E01005135,Manchester 002B,E02001046,Manchester 002,E08000003,Manchester
E00026001,E01005136,Manchester 002C,E02001046,Manchester 002,E08000003,Manchester
E00026002,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026003,E01005135,Manchester 002B,E02001046,Manchester 002,E08000003,Manchester
E00026004,E01005136,Manchester 002C,E02001046,Manchester 002,E08000003,Manchester
E00026005,E01005136,Manchester 002C,E02001046,Manchester 002,E08000003,Manchester
E00026006,E01033685,Manchester 003F,E02001047,Manchester 003,E08000003,Manchester
E00026007,E01005139,Manchester 003B,E02001047,Manchester 003,E08000003,Manchester
E00026008,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026009,E01005139,Manchester 003B,E02001047,Manchester 003,E08000003,Manchester
E00026010,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026011,E01005140,Manchester 002E,E02001046,Manchester 002,E08000003,Manchester
E00026012,E01033687,Manchester 003G,E02001047,Manchester 003,E08000003,Manchester
E00026014,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026015,E01005136,Manchester 002C,E02001046,Manchester 002,E08000003,Manchester
E00026017,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026018,E01005139,Manchester 003B,E02001047,Manchester 003,E08000003,Manchester
E00026019,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00026020,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00026021,E01005138,Manchester 002D,E02001046,Manchester 002,E08000003,Manchester
E00026022,E01005136,Manchester 002C,E02001046,Manchester 002,E08000003,Manchester
E00026023,E01033687,Manchester 003G,E02001047,Manchester 003,E08000003,Manchester
E00026024,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00026025,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00026026,E01005140,Manchester 002E,E02001046,Manchester 002,E08000003,Manchester
E00026027,E01005140,Manchester 002E,E02001046,Manchester 002,E08000003,Manchester
E00026028,E01005141,Manchester 003C,E02001047,Manchester 003,E08000003,Manchester
E00026030,E01005135,Manchester 002B,E02001046,Manchester 002,E08000003,Manchester
E00026031,E01005135,Manchester 002B,E02001046,Manchester 002,E08000003,Manchester
E00026032,E01005139,Manchester 003B,E02001047,Manchester 003,E08000003,Manchester
E00026033,E01005135,Manchester 002B,E02001046,Manchester 002,E08000003,Manchester
E00026034,E01033687,Manchester 003G,E02001047,Manchester 003,E08000003,Manchester
E00026035,E01005139,Manchester 003B,E02001047,Manchester 003,E08000003,Manchester
E00026036,E01005147,Manchester 058B,E02006915,Manchester 058,E08000003,Manchester
E00026038,E01005149,Manchester 008C,E02001052,Manchester 008,E08000003,Manchester
E00026039,E01005142,Manchester 058A,E02006915,Manchester 058,E08000003,Manchester
E00026040,E01005147,Manchester 058B,E02006915,Manchester 058,E08000003,Manchester
E00026041,E01033675,Manchester 058D,E02006915,Manchester 058,E08000003,Manchester
E00026042,E01005145,Manchester 008A,E02001052,Manchester 008,E08000003,Manchester
E00026043,E01005146,Manchester 008B,E02001052,Manchester 008,E08000003,Manchester
E00026045,E01005147,Manchester 058B,E02006915,Manchester 058,E08000003,Manchester
E00026046,E01005143,Manchester 056A,E02006913,Manchester 056,E08000003,Manchester
E00026047,E01005142,Manchester 058A,E02006915,Manchester 058,E08000003,Manchester
E00026048,E01033676,Manchester 056D,E02006913,Manchester 056,E08000003,Manchester
E00026049,E01005143,Manchester 056A,E02006913,Manchester 056,E08000003,Manchester
E00026052,E01005146,Manchester 008B,E02001052,Manchester 008,E08000003,Manchester
E00026053,E01005146,Manchester 008B,E02001052,Manchester 008,E08000003,Manchester
E00026054,E01005147,Manchester 058B,E02006915,Manchester 058,E08000003,Manchester
E00026055,E01033676,Manchester 056D,E02006913,Manchester 056,E08000003,Manchester
E00026056,E01005143,Manchester 056A,E02006913,Manchester 056,E08000003,Manchester
E00026057,E01033675,Manchester 058D,E02006915,Manchester 058,E08000003,Manchester
E00026058,E01005143,Manchester 056A,E02006913,Manchester 056,E08000003,Manchester
E00026059,E01033676,Manchester 056D,E02006913,Manchester 056,E08000003,Manchester
E00026060,E01033676,Manchester 056D,E02006913,Manchester 056,E08000003,Manchester
E00026065,E01005149,Manchester 008C,E02001052,Manchester 008,E08000003,Manchester
E00026066,E01005149,Manchester 008C,E02001052,Manchester 008,E08000003,Manchester
E00026067,E01005142,Manchester 058A,E02006915,Manchester 058,E08000003,Manchester
E00026068,E01005146,Manchester 008B,E02001052,Manchester 008,E08000003,Manchester
E00026069,E01005149,Manchester 008C,E02001052,Manchester 008,E08000003,Manchester
E00026070,E01005145,Manchester 008A,E02001052,Manchester 008,E08000003,Manchester
E00026071,E01005142,Manchester 058A,E02006915,Manchester 058,E08000003,Manchester
E00026072,E01005145,Manchester 008A,E02001052,Manchester 008,E08000003,Manchester
E00026073,E01005142,Manchester 058A,E02006915,Manchester 058,E08000003,Manchester
E00026075,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026076,E01005152,Manchester 029C,E02001073,Manchester 029,E08000003,Manchester
E00026077,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026078,E01005154,Manchester 033A,E02001077,Manchester 033,E08000003,Manchester
E00026079,E01005156,Manchester 033B,E02001077,Manchester 033,E08000003,Manchester
E00026080,E01005155,Manchester 037C,E02001081,Manchester 037,E08000003,Manchester
E00026081,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026082,E01005156,Manchester 033B,E02001077,Manchester 033,E08000003,Manchester
E00026083,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026084,E01005155,Manchester 037C,E02001081,Manchester 037,E08000003,Manchester
E00026085,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026086,E01005157,Manchester 037D,E02001081,Manchester 037,E08000003,Manchester
E00026087,E01005158,Manchester 033C,E02001077,Manchester 033,E08000003,Manchester
E00026088,E01005156,Manchester 033B,E02001077,Manchester 033,E08000003,Manchester
E00026089,E01005157,Manchester 037D,E02001081,Manchester 037,E08000003,Manchester
E00026090,E01005158,Manchester 033C,E02001077,Manchester 033,E08000003,Manchester
E00026091,E01005157,Manchester 037D,E02001081,Manchester 037,E08000003,Manchester
E00026092,E01005158,Manchester 033C,E02001077,Manchester 033,E08000003,Manchester
E00026093,E01005157,Manchester 037D,E02001081,Manchester 037,E08000003,Manchester
E00026094,E01005157,Manchester 037D,E02001081,Manchester 037,E08000003,Manchester
E00026095,E01005158,Manchester 033C,E02001077,Manchester 033,E08000003,Manchester
E00026096,E01005158,Manchester 033C,E02001077,Manchester 033,E08000003,Manchester
E00026097,E01005159,Manchester 029D,E02001073,Manchester 029,E08000003,Manchester
E00026098,E01005159,Manchester 029D,E02001073,Manchester 029,E08000003,Manchester
E00026099,E01005159,Manchester 029D,E02001073,Manchester 029,E08000003,Manchester
E00026100,E01005159,Manchester 029D,E02001073,Manchester 029,E08000003,Manchester
E00026101,E01005159,Manchester 029D,E02001073,Manchester 029,E08000003,Manchester
E00026102,E01005152,Manchester 029C,E02001073,Manchester 029,E08000003,Manchester
E00026103,E01005152,Manchester 029C,E02001073,Manchester 029,E08000003,Manchester
E00026104,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026105,E01005152,Manchester 029C,E02001073,Manchester 029,E08000003,Manchester
E00026106,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026107,E01005152,Manchester 029C,E02001073,Manchester 029,E08000003,Manchester
E00026108,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026109,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026110,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026111,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026112,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026113,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026114,E01005154,Manchester 033A,E02001077,Manchester 033,E08000003,Manchester
E00026115,E01005154,Manchester 033A,E02001077,Manchester 033,E08000003,Manchester
E00026116,E01005151,Manchester 029B,E02001073,Manchester 029,E08000003,Manchester
E00026117,E01005155,Manchester 037C,E02001081,Manchester 037,E08000003,Manchester
E00026118,E01005150,Manchester 029A,E02001073,Manchester 029,E08000003,Manchester
E00026119,E01005154,Manchester 033A,E02001077,Manchester 033,E08000003,Manchester
E00026120,E01005155,Manchester 037C,E02001081,Manchester 037,E08000003,Manchester
E00026121,E01005156,Manchester 033B,E02001077,Manchester 033,E08000003,Manchester
E00026122,E01005156,Manchester 033B,E02001077,Manchester 033,E08000003,Manchester
E00026123,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026124,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026125,E01005155,Manchester 037C,E02001081,Manchester 037,E08000003,Manchester
E00026126,E01005153,Manchester 037B,E02001081,Manchester 037,E08000003,Manchester
E00026127,E01005154,Manchester 033A,E02001077,Manchester 033,E08000003,Manchester
E00026128,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026129,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026130,E01005167,Manchester 008F,E02001052,Manchester 008,E08000003,Manchester
E00026131,E01005161,Manchester 004C,E02001048,Manchester 004,E08000003,Manchester
E00026132,E01005162,Manchester 004D,E02001048,Manchester 004,E08000003,Manchester
E00026133,E01005161,Manchester 004C,E02001048,Manchester 004,E08000003,Manchester
E00026134,E01005163,Manchester 004E,E02001048,Manchester 004,E08000003,Manchester
E00026136,E01005160,Manchester 004B,E02001048,Manchester 004,E08000003,Manchester
E00026137,E01005160,Manchester 004B,E02001048,Manchester 004,E08000003,Manchester
E00026138,E01005162,Manchester 004D,E02001048,Manchester 004,E08000003,Manchester
E00026139,E01005160,Manchester 004B,E02001048,Manchester 004,E08000003,Manchester
E00026140,E01005161,Manchester 004C,E02001048,Manchester 004,E08000003,Manchester
E00026141,E01005160,Manchester 004B,E02001048,Manchester 004,E08000003,Manchester
E00026142,E01005164,Manchester 006A,E02001050,Manchester 006,E08000003,Manchester
E00026143,E01005162,Manchester 004D,E02001048,Manchester 004,E08000003,Manchester
E00026144,E01005163,Manchester 004E,E02001048,Manchester 004,E08000003,Manchester
E00026145,E01005164,Manchester 006A,E02001050,Manchester 006,E08000003,Manchester
E00026146,E01005161,Manchester 004C,E02001048,Manchester 004,E08000003,Manchester
E00026147,E01005162,Manchester 004D,E02001048,Manchester 004,E08000003,Manchester
E00026148,E01005160,Manchester 004B,E02001048,Manchester 004,E08000003,Manchester
E00026149,E01005161,Manchester 004C,E02001048,Manchester 004,E08000003,Manchester
E00026150,E01005164,Manchester 006A,E02001050,Manchester 006,E08000003,Manchester
E00026151,E01005162,Manchester 004D,E02001048,Manchester 004,E08000003,Manchester
E00026152,E01005163,Manchester 004E,E02001048,Manchester 004,E08000003,Manchester
E00026153,E01005164,Manchester 006A,E02001050,Manchester 006,E08000003,Manchester
E00026154,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026155,E01005163,Manchester 004E,E02001048,Manchester 004,E08000003,Manchester
E00026156,E01005166,Manchester 008E,E02001052,Manchester 008,E08000003,Manchester
E00026157,E01005163,Manchester 004E,E02001048,Manchester 004,E08000003,Manchester
E00026158,E01005164,Manchester 006A,E02001050,Manchester 006,E08000003,Manchester
E00026159,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026160,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026161,E01005166,Manchester 008E,E02001052,Manchester 008,E08000003,Manchester
E00026162,E01005167,Manchester 008F,E02001052,Manchester 008,E08000003,Manchester
E00026163,E01005166,Manchester 008E,E02001052,Manchester 008,E08000003,Manchester
E00026164,E01005166,Manchester 008E,E02001052,Manchester 008,E08000003,Manchester
E00026165,E01005166,Manchester 008E,E02001052,Manchester 008,E08000003,Manchester
E00026166,E01005165,Manchester 008D,E02001052,Manchester 008,E08000003,Manchester
E00026167,E01005167,Manchester 008F,E02001052,Manchester 008,E08000003,Manchester
E00026168,E01005170,Manchester 045D,E02001089,Manchester 045,E08000003,Manchester
E00026169,E01005172,Manchester 043A,E02001087,Manchester 043,E08000003,Manchester
E00026170,E01005174,Manchester 043C,E02001087,Manchester 043,E08000003,Manchester
E00026171,E01005173,Manchester 043B,E02001087,Manchester 043,E08000003,Manchester
E00026172,E01005176,Manchester 043E,E02001087,Manchester 043,E08000003,Manchester
E00026173,E01005170,Manchester 045D,E02001089,Manchester 045,E08000003,Manchester
E00026174,E01005172,Manchester 043A,E02001087,Manchester 043,E08000003,Manchester
E00026175,E01005172,Manchester 043A,E02001087,Manchester 043,E08000003,Manchester
E00026176,E01005175,Manchester 043D,E02001087,Manchester 043,E08000003,Manchester
E00026177,E01005172,Manchester 043A,E02001087,Manchester 043,E08000003,Manchester
E00026178,E01005174,Manchester 043C,E02001087,Manchester 043,E08000003,Manchester
E00026179,E01005172,Manchester 043A,E02001087,Manchester 043,E08000003,Manchester
E00026180,E01005174,Manchester 043C,E02001087,Manchester 043,E08000003,Manchester
E00026181,E01005174,Manchester 043C,E02001087,Manchester 043,E08000003,Manchester
E00026182,E01005175,Manchester 043D,E02001087,Manchester 043,E08000003,Manchester
E00026183,E01005173,Manchester 043B,E02001087,Manchester 043,E08000003,Manchester
E00026184,E01005173,Manchester 043B,E02001087,Manchester 043,E08000003,Manchester
