lsoa11cd,wd17cd,wd17nm,lad17cd,lad17nm
E01005240,E05000710,Moss Side,E08000003,Manchester
E01005241,E05000710,Moss Side,E08000003,Manchester
E01005242,E05000710,Moss Side,E08000003,Manchester
E01005243,E05000710,Moss Side,E08000003,Manchester
E01005244,E05000710,Moss Side,E08000003,Manchester
E01005245,E05000710,Moss Side,E08000003,Manchester
E01005246,E05000710,Moss Side,E08000003,Manchester
E01005247,E05000711,Moston,E08000003,Manchester
E01005248,E05000711,Moston,E08000003,Manchester
E01005249,E05000711,Moston,E08000003,Manchester
E01005250,E05000693,Charlestown,E08000003,Manchester
E01005251,E05000693,Charlestown,E08000003,Manchester
E01005252,E05000693,Charlestown,E08000003,Manchester
E01005253,E05000711,Moston,E08000003,Manchester
E01005254,E05000711,Moston,E08000003,Manchester
E01005255,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005256,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005257,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005258,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005259,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005260,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005261,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005262,E05000691,Brooklands,E08000003,Manchester
E01005263,E05000712,Northenden,E08000003,Manchester
E01005264,E05000712,Northenden,E08000003,Manchester
E01005265,E05000712,Northenden,E08000003,Manchester
E01005266,E05000691,Brooklands,E08000003,Manchester
E01005267,E05000712,Northenden,E08000003,Manchester
E01005268,E05000712,Northenden,E08000003,Manchester
E01005269,E05000712,Northenden,E08000003,Manchester
E01005270,E05000713,Old Moat,E08000003,Manchester
E01005271,E05000713,Old Moat,E08000003,Manchester
E01005272,E05000713,Old Moat,E08000003,Manchester
E01005273,E05000713,Old Moat,E08000003,Manchester
E01005274,E05000713,Old Moat,E08000003,Manchester
E01005275,E05000713,Old Moat,E08000003,Manchester
E01005276,E05000713,Old Moat,E08000003,Manchester
E01005277,E05000700,Didsbury West,E08000003,Manchester
E01005278,E05000713,Old Moat,E08000003,Manchester
E01005279,E05000713,Old Moat,E08000003,Manchester
E01005280,E05000714,Rusholme,E08000003,Manchester
E01005281,E05000714,Rusholme,E08000003,Manchester
E01005282,E05000714,Rusholme,E08000003,Manchester
E01005283,E05000707,Levenshulme,E08000003,Manchester
E01005284,E05000714,Rusholme,E08000003,Manchester
E01005285,E05000714,Rusholme,E08000003,Manchester
E01005286,E05000714,Rusholme,E08000003,Manchester
E01005287,E05000714,Rusholme,E08000003,Manchester
E01005288,E05000714,Rusholme,E08000003,Manchester
E01005289,E05000715,Sharston,E08000003,Manchester
E01005026,E05000672,East,E08000002,Bury
E01005027,E05000682,Redvales,E08000002,Bury
E01005028,E05000682,Redvales,E08000002,Bury
E01005029,E05000682,Redvales,E08000002,Bury
E01005030,E05000682,Redvales,E08000002,Bury
E01005031,E05000683,St Mary's,E08000002,Bury
E01005032,E05000683,St Mary's,E08000002,Bury
E01005033,E05000684,Sedgley,E08000002,Bury
E01005034,E05000683,St Mary's,E08000002,Bury
E01005035,E05000683,St Mary's,E08000002,Bury
E01005036,E05000683,St Mary's,E08000002,Bury
E01005037,E05000683,St Mary's,E08000002,Bury
E01005038,E05000683,St Mary's,E08000002,Bury
E01005039,E05000684,Sedgley,E08000002,Bury
E01005040,E05000684,Sedgley,E08000002,Bury
E01005041,E05000684,Sedgley,E08000002,Bury
E01005042,E05000684,Sedgley,E08000002,Bury
E01005043,E05000684,Sedgley,E08000002,Bury
E01005044,E05000684,Sedgley,E08000002,Bury
E01005045,E05000684,Sedgley,E08000002,Bury
E01005046,E05000676,North Manor,E08000002,Bury
E01005047,E05000685,Tottington,E08000002,Bury
E01005048,E05000676,North Manor,E08000002,Bury
E01005049,E05000685,Tottington,E08000002,Bury
E01005050,E05000685,Tottington,E08000002,Bury
E01005051,E05000685,Tottington,E08000002,Bury
E01005052,E05000685,Tottington,E08000002,Bury
E01005053,E05000685,Tottington,E08000002,Bury
E01005054,E05000686,Unsworth,E08000002,Bury
E01005055,E05000686,Unsworth,E08000002,Bury
E01005056,E05000686,Unsworth,E08000002,Bury
E01005057,E05000686,Unsworth,E08000002,Bury
E01005058,E05000686,Unsworth,E08000002,Bury
E01005059,E05000682,Redvales,E08000002,Bury
E01005060,E05000682,Redvales,E08000002,Bury
E01005061,E05000688,Ardwick,E08000003,Manchester
E01005062,E05000688,Ardwick,E08000003,Manchester
E01005063,E05000688,Ardwick,E08000003,Manchester
E01005065,E05000688,Ardwick,E08000003,Manchester
E01005066,E05000688,Ardwick,E08000003,Manchester
E01005067,E05000688,Ardwick,E08000003,Manchester
E01005068,E05000689,Baguley,E08000003,Manchester
E01005069,E05000691,Brooklands,E08000003,Manchester
E01005070,E05000689,Baguley,E08000003,Manchester
E01005071,E05000689,Baguley,E08000003,Manchester
E01005072,E05000689,Baguley,E08000003,Manchester
E01005073,E05000689,Baguley,E08000003,Manchester
E01005074,E05000689,Baguley,E08000003,Manchester
E01005075,E05000689,Baguley,E08000003,Manchester
E01005076,E05000700,Didsbury West,E08000003,Manchester
E01005077,E05000696,Chorlton Park,E08000003,Manchester
E01005290,E05000715,Sharston,E08000003,Manchester
E01005291,E05000715,Sharston,E08000003,Manchester
E01005078,E05000700,Didsbury West,E08000003,Manchester
E01005292,E05000715,Sharston,E08000003,Manchester
E01005079,E05000700,Didsbury West,E08000003,Manchester
E01005293,E05000715,Sharston,E08000003,Manchester
E01005081,E05000696,Chorlton Park,E08000003,Manchester
E01005294,E05000715,Sharston,E08000003,Manchester
E01005082,E05000696,Chorlton Park,E08000003,Manchester
E01005295,E05000715,Sharston,E08000003,Manchester
E01005083,E05000700,Didsbury West,E08000003,Manchester
E01005296,E05000695,Chorlton,E08000003,Manchester
E01005084,E05000696,Chorlton Park,E08000003,Manchester
E01005297,E05000716,Whalley Range,E08000003,Manchester
E01005085,E05000712,Northenden,E08000003,Manchester
E01005298,E05000716,Whalley Range,E08000003,Manchester
E01005086,E05000712,Northenden,E08000003,Manchester
E01005299,E05000716,Whalley Range,E08000003,Manchester
E01005300,E05000716,Whalley Range,E08000003,Manchester
E01005301,E05000716,Whalley Range,E08000003,Manchester
E01005302,E05000716,Whalley Range,E08000003,Manchester
E01005304,E05000717,Withington,E08000003,Manchester
E01005305,E05000717,Withington,E08000003,Manchester
E01005306,E05000699,Didsbury East,E08000003,Manchester
E01005307,E05000717,Withington,E08000003,Manchester
E01005308,E05000699,Didsbury East,E08000003,Manchester
E01005309,E05000717,Withington,E08000003,Manchester
E01005310,E05000717,Withington,E08000003,Manchester
E01005311,E05000717,Withington,E08000003,Manchester
E01005312,E05000717,Withington,E08000003,Manchester
E01005313,E05000718,Woodhouse Park,E08000003,Manchester
E01005314,E05000718,Woodhouse Park,E08000003,Manchester
E01005315,E05000718,Woodhouse Park,E08000003,Manchester
E01005316,E05000718,Woodhouse Park,E08000003,Manchester
E01005317,E05000718,Woodhouse Park,E08000003,Manchester
E01005318,E05000718,Woodhouse Park,E08000003,Manchester
E01005319,E05000718,Woodhouse Park,E08000003,Manchester
E01005320,E05000719,Alexandra,E08000004,Oldham
E01005321,E05000719,Alexandra,E08000004,Oldham
E01005322,E05000719,Alexandra,E08000004,Oldham
E01005323,E05000728,Medlock Vale,E08000004,Oldham
E01005324,E05000728,Medlock Vale,E08000004,Oldham
E01005325,E05000728,Medlock Vale,E08000004,Oldham
E01005326,E05000735,St Mary's,E08000004,Oldham
E01005327,E05000720,Chadderton Central,E08000004,Oldham
E01005328,E05000720,Chadderton Central,E08000004,Oldham
E01005329,E05000720,Chadderton Central,E08000004,Oldham
E01005330,E05000720,Chadderton Central,E08000004,Oldham
E01005331,E05000720,Chadderton Central,E08000004,Oldham
E01005332,E05000720,Chadderton Central,E08000004,Oldham
E01005333,E05000720,Chadderton Central,E08000004,Oldham
E01005334,E05000721,Chadderton North,E08000004,Oldham
E01005335,E05000721,Chadderton North,E08000004,Oldham
E01005336,E05000721,Chadderton North,E08000004,Oldham
E01005337,E05000721,Chadderton North,E08000004,Oldham
E01005338,E05000721,Chadderton North,E08000004,Oldham
E01005339,E05000721,Chadderton North,E08000004,Oldham
E01005340,E05000721,Chadderton North,E08000004,Oldham
E01005087,E05000712,Northenden,E08000003,Manchester
E01005088,E05000715,Sharston,E08000003,Manchester
E01005089,E05000715,Sharston,E08000003,Manchester
E01005090,E05000718,Woodhouse Park,E08000003,Manchester
E01005091,E05000715,Sharston,E08000003,Manchester
E01005092,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005093,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005094,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005097,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005098,E05000705,Higher Blackley,E08000003,Manchester
E01005099,E05000705,Higher Blackley,E08000003,Manchester
E01005100,E05000705,Higher Blackley,E08000003,Manchester
E01005101,E05000705,Higher Blackley,E08000003,Manchester
E01005102,E05000705,Higher Blackley,E08000003,Manchester
E01005103,E05000705,Higher Blackley,E08000003,Manchester
E01005104,E05000705,Higher Blackley,E08000003,Manchester
E01005105,E05000690,Bradford,E08000003,Manchester
E01005106,E05000690,Bradford,E08000003,Manchester
E01005107,E05000690,Bradford,E08000003,Manchester
E01005108,E05000690,Bradford,E08000003,Manchester
E01005111,E05000691,Brooklands,E08000003,Manchester
E01005112,E05000689,Baguley,E08000003,Manchester
E01005113,E05000691,Brooklands,E08000003,Manchester
E01005114,E05000691,Brooklands,E08000003,Manchester
E01005115,E05000691,Brooklands,E08000003,Manchester
E01005116,E05000691,Brooklands,E08000003,Manchester
E01005117,E05000689,Baguley,E08000003,Manchester
E01005118,E05000692,Burnage,E08000003,Manchester
E01005119,E05000692,Burnage,E08000003,Manchester
E01005120,E05000692,Burnage,E08000003,Manchester
E01005121,E05000692,Burnage,E08000003,Manchester
E01005122,E05000692,Burnage,E08000003,Manchester
E01005123,E05000692,Burnage,E08000003,Manchester
E01005124,E05000692,Burnage,E08000003,Manchester
E01005125,E05000692,Burnage,E08000003,Manchester
E01005126,E05000692,Burnage,E08000003,Manchester
E01005128,E05000697,City Centre,E08000003,Manchester
E01005129,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005130,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
E01005132,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005133,E05000687,Ancoats and Clayton,E08000003,Manchester
E01005551,E05000758,West Middleton,E08000005,Rochdale
E01005552,E05000758,West Middleton,E08000005,Rochdale
E01005553,E05000758,West Middleton,E08000005,Rochdale
E01005554,E05000758,West Middleton,E08000005,Rochdale
E01005555,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005556,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005557,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005558,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005559,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005560,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005561,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005341,E05000722,Chadderton South,E08000004,Oldham
E01005562,E05000749,Milnrow and Newhey,E08000005,Rochdale
E01005563,E05000746,Kingsway,E08000005,Rochdale
E01005564,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005565,E05000746,Kingsway,E08000005,Rochdale
E01005566,E05000746,Kingsway,E08000005,Rochdale
E01005567,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005568,E05000746,Kingsway,E08000005,Rochdale
E01005569,E05000746,Kingsway,E08000005,Rochdale
E01005570,E05000750,Norden,E08000005,Rochdale
E01005571,E05000750,Norden,E08000005,Rochdale
E01005572,E05000750,Norden,E08000005,Rochdale
E01005573,E05000750,Norden,E08000005,Rochdale
E01005574,E05000740,Bamford,E08000005,Rochdale
E01005575,E05000740,Bamford,E08000005,Rochdale
E01005576,E05000740,Bamford,E08000005,Rochdale
E01005577,E05000740,Bamford,E08000005,Rochdale
E01005578,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005579,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005580,E05000742,Central Rochdale,E08000005,Rochdale
E01005581,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005583,E05000742,Central Rochdale,E08000005,Rochdale
E01005585,E05000746,Kingsway,E08000005,Rochdale
E01005586,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005587,E05000750,Norden,E08000005,Rochdale
E01005588,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005589,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005590,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005591,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005592,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005593,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005594,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005595,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
E01005596,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005597,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005598,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005599,E05000759,Barton,E08000006,Salford
E01005600,E05000759,Barton,E08000006,Salford
E01005601,E05000759,Barton,E08000006,Salford
E01005602,E05000759,Barton,E08000006,Salford
E01005342,E05000722,Chadderton South,E08000004,Oldham
E01005343,E05000722,Chadderton South,E08000004,Oldham
E01005344,E05000722,Chadderton South,E08000004,Oldham
E01005345,E05000722,Chadderton South,E08000004,Oldham
E01005346,E05000722,Chadderton South,E08000004,Oldham
E01005347,E05000722,Chadderton South,E08000004,Oldham
E01005348,E05000723,Coldhurst,E08000004,Oldham
E01005349,E05000723,Coldhurst,E08000004,Oldham
E01005350,E05000723,Coldhurst,E08000004,Oldham
E01005351,E05000723,Coldhurst,E08000004,Oldham
E01005352,E05000723,Coldhurst,E08000004,Oldham
E01005353,E05000723,Coldhurst,E08000004,Oldham
E01005354,E05000723,Coldhurst,E08000004,Oldham
E01005355,E05000724,Crompton,E08000004,Oldham
E01005356,E05000724,Crompton,E08000004,Oldham
E01005357,E05000724,Crompton,E08000004,Oldham
E01005358,E05000724,Crompton,E08000004,Oldham
E01005359,E05000724,Crompton,E08000004,Oldham
E01005360,E05000724,Crompton,E08000004,Oldham
E01005361,E05000724,Crompton,E08000004,Oldham
E01005362,E05000725,Failsworth East,E08000004,Oldham
E01005363,E05000725,Failsworth East,E08000004,Oldham
E01005364,E05000725,Failsworth East,E08000004,Oldham
E01005365,E05000725,Failsworth East,E08000004,Oldham
E01005366,E05000725,Failsworth East,E08000004,Oldham
E01005367,E05000726,Failsworth West,E08000004,Oldham
E01005368,E05000725,Failsworth East,E08000004,Oldham
E01005369,E05000726,Failsworth West,E08000004,Oldham
E01005370,E05000726,Failsworth West,E08000004,Oldham
E01005371,E05000726,Failsworth West,E08000004,Oldham
E01005372,E05000726,Failsworth West,E08000004,Oldham
E01005373,E05000726,Failsworth West,E08000004,Oldham
E01005374,E05000726,Failsworth West,E08000004,Oldham
E01005375,E05000726,Failsworth West,E08000004,Oldham
E01005376,E05000727,Hollinwood,E08000004,Oldham
E01005377,E05000727,Hollinwood,E08000004,Oldham
E01005378,E05000727,Hollinwood,E08000004,Oldham
E01005379,E05000727,Hollinwood,E08000004,Oldham
E01005380,E05000727,Hollinwood,E08000004,Oldham
E01005381,E05000727,Hollinwood,E08000004,Oldham
E01005382,E05000727,Hollinwood,E08000004,Oldham
E01005383,E05000719,Alexandra,E08000004,Oldham
E01005386,E05000719,Alexandra,E08000004,Oldham
E01005387,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005388,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005389,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005390,E05000729,Royton North,E08000004,Oldham
E01005391,E05000729,Royton North,E08000004,Oldham
E01005392,E05000729,Royton North,E08000004,Oldham
E01005393,E05000729,Royton North,E08000004,Oldham
E01005449,E05000737,Waterhead,E08000004,Oldham
E01005501,E05000751,North Heywood,E08000005,Rochdale
E01005603,E05000759,Barton,E08000006,Salford
E01005711,E05000775,Walkden South,E08000006,Salford
E01005656,E05000768,Langworthy,E08000006,Salford
E01005394,E05000729,Royton North,E08000004,Oldham
E01005657,E05000768,Langworthy,E08000006,Salford
E01005450,E05000737,Waterhead,E08000004,Oldham
E01005395,E05000729,Royton North,E08000004,Oldham
E01005502,E05000751,North Heywood,E08000005,Rochdale
E01005658,E05000768,Langworthy,E08000006,Salford
E01005604,E05000759,Barton,E08000006,Salford
E01005451,E05000737,Waterhead,E08000004,Oldham
E01005712,E05000775,Walkden South,E08000006,Salford
E01005396,E05000729,Royton North,E08000004,Oldham
E01005503,E05000745,Hopwood Hall,E08000005,Rochdale
E01005504,E05000745,Hopwood Hall,E08000005,Rochdale
E01005505,E05000757,West Heywood,E08000005,Rochdale
E01005506,E05000745,Hopwood Hall,E08000005,Rochdale
E01005507,E05000745,Hopwood Hall,E08000005,Rochdale
E01005508,E05000745,Hopwood Hall,E08000005,Rochdale
E01005509,E05000757,West Heywood,E08000005,Rochdale
E01005510,E05000757,West Heywood,E08000005,Rochdale
E01005511,E05000757,West Heywood,E08000005,Rochdale
E01005512,E05000757,West Heywood,E08000005,Rochdale
E01005513,E05000757,West Heywood,E08000005,Rochdale
E01005514,E05000757,West Heywood,E08000005,Rochdale
E01005515,E05000757,West Heywood,E08000005,Rochdale
E01005516,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005517,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005518,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005519,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005520,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005521,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005522,E05000747,Littleborough Lakeside,E08000005,Rochdale
E01005523,E05000756,Wardle and West Littleborough,E08000005,Rochdale
E01005524,E05000752,North Middleton,E08000005,Rochdale
E01005525,E05000745,Hopwood Hall,E08000005,Rochdale
E01005526,E05000745,Hopwood Hall,E08000005,Rochdale
E01005527,E05000758,West Middleton,E08000005,Rochdale
E01005528,E05000745,Hopwood Hall,E08000005,Rochdale
E01005529,E05000758,West Middleton,E08000005,Rochdale
E01005530,E05000743,East Middleton,E08000005,Rochdale
E01005531,E05000743,East Middleton,E08000005,Rochdale
E01005532,E05000743,East Middleton,E08000005,Rochdale
E01005533,E05000743,East Middleton,E08000005,Rochdale
E01005534,E05000743,East Middleton,E08000005,Rochdale
E01005535,E05000743,East Middleton,E08000005,Rochdale
E01005536,E05000752,North Middleton,E08000005,Rochdale
E01005537,E05000752,North Middleton,E08000005,Rochdale
E01005538,E05000752,North Middleton,E08000005,Rochdale
E01005539,E05000752,North Middleton,E08000005,Rochdale
E01005540,E05000743,East Middleton,E08000005,Rochdale
E01005541,E05000752,North Middleton,E08000005,Rochdale
E01005542,E05000743,East Middleton,E08000005,Rochdale
E01005543,E05000752,North Middleton,E08000005,Rochdale
E01005544,E05000754,South Middleton,E08000005,Rochdale
E01005545,E05000754,South Middleton,E08000005,Rochdale
E01005546,E05000754,South Middleton,E08000005,Rochdale
E01005547,E05000754,South Middleton,E08000005,Rochdale
E01005548,E05000754,South Middleton,E08000005,Rochdale
E01005549,E05000754,South Middleton,E08000005,Rochdale
E01005550,E05000754,South Middleton,E08000005,Rochdale
E01005605,E05000759,Barton,E08000006,Salford
E01005659,E05000769,Little Hulton,E08000006,Salford
E01005609,E05000761,Broughton,E08000006,Salford
E01005452,E05000734,St James',E08000004,Oldham
E01005713,E05000775,Walkden South,E08000006,Salford
E01005397,E05000730,Royton South,E08000004,Oldham
E01005453,E05000734,St James',E08000004,Oldham
E01005398,E05000730,Royton South,E08000004,Oldham
E01005714,E05000775,Walkden South,E08000006,Salford
E01005454,E05000737,Waterhead,E08000004,Oldham
E01005610,E05000761,Broughton,E08000006,Salford
E01005660,E05000769,Little Hulton,E08000006,Salford
E01005399,E05000730,Royton South,E08000004,Oldham
E01005715,E05000775,Walkden South,E08000006,Salford
E01005455,E05000737,Waterhead,E08000004,Oldham
E01005611,E05000761,Broughton,E08000006,Salford
E01005661,E05000769,Little Hulton,E08000006,Salford
E01005400,E05000730,Royton South,E08000004,Oldham
E01005716,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005456,E05000737,Waterhead,E08000004,Oldham
E01005612,E05000761,Broughton,E08000006,Salford
E01005662,E05000769,Little Hulton,E08000006,Salford
E01005401,E05000730,Royton South,E08000004,Oldham
E01005717,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005459,E05000738,Werneth,E08000004,Oldham
E01005613,E05000761,Broughton,E08000006,Salford
E01005663,E05000769,Little Hulton,E08000006,Salford
E01005402,E05000730,Royton South,E08000004,Oldham
E01005718,E05000775,Walkden South,E08000006,Salford
E01005460,E05000738,Werneth,E08000004,Oldham
E01005614,E05000761,Broughton,E08000006,Salford
E01005664,E05000769,Little Hulton,E08000006,Salford
E01005403,E05000730,Royton South,E08000004,Oldham
E01005719,E05000776,Weaste and Seedley,E08000006,Salford
E01005461,E05000738,Werneth,E08000004,Oldham
E01005615,E05000761,Broughton,E08000006,Salford
E01005665,E05000769,Little Hulton,E08000006,Salford
E01005406,E05000732,Saddleworth South,E08000004,Oldham
E01005720,E05000776,Weaste and Seedley,E08000006,Salford
E01005462,E05000738,Werneth,E08000004,Oldham
E01005616,E05000762,Cadishead,E08000006,Salford
E01005667,E05000770,Ordsall,E08000006,Salford
E01005407,E05000732,Saddleworth South,E08000004,Oldham
E01005721,E05000768,Langworthy,E08000006,Salford
E01005463,E05000738,Werneth,E08000004,Oldham
E01005617,E05000762,Cadishead,E08000006,Salford
E01005670,E05000771,Pendlebury,E08000006,Salford
E01005408,E05000732,Saddleworth South,E08000004,Oldham
E01005722,E05000776,Weaste and Seedley,E08000006,Salford
E01005464,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
E01005618,E05000762,Cadishead,E08000006,Salford
E01005671,E05000773,Swinton South,E08000006,Salford
E01005409,E05000732,Saddleworth South,E08000004,Oldham
E01005723,E05000776,Weaste and Seedley,E08000006,Salford
E01005465,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
E01005466,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
E01005467,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
E01005468,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
E01005469,E05000746,Kingsway,E08000005,Rochdale
E01005470,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005471,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005472,E05000740,Bamford,E08000005,Rochdale
E01005473,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005474,E05000740,Bamford,E08000005,Rochdale
E01005475,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005476,E05000741,Castleton,E08000005,Rochdale
E01005477,E05000741,Castleton,E08000005,Rochdale
E01005478,E05000741,Castleton,E08000005,Rochdale
E01005479,E05000741,Castleton,E08000005,Rochdale
E01005480,E05000741,Castleton,E08000005,Rochdale
E01005481,E05000741,Castleton,E08000005,Rochdale
E01005482,E05000742,Central Rochdale,E08000005,Rochdale
E01005483,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005484,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005485,E05000748,Milkstone and Deeplish,E08000005,Rochdale
E01005486,E05000742,Central Rochdale,E08000005,Rochdale
E01005487,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005488,E05000750,Norden,E08000005,Rochdale
E01005489,E05000744,Healey,E08000005,Rochdale
E01005490,E05000744,Healey,E08000005,Rochdale
E01005491,E05000744,Healey,E08000005,Rochdale
E01005492,E05000744,Healey,E08000005,Rochdale
E01005493,E05000744,Healey,E08000005,Rochdale
E01005494,E05000744,Healey,E08000005,Rochdale
E01005495,E05000744,Healey,E08000005,Rochdale
E01005496,E05000755,Spotland and Falinge,E08000005,Rochdale
E01005497,E05000751,North Heywood,E08000005,Rochdale
E01005498,E05000751,North Heywood,E08000005,Rochdale
E01005499,E05000751,North Heywood,E08000005,Rochdale
E01005500,E05000751,North Heywood,E08000005,Rochdale
E01005619,E05000762,Cadishead,E08000006,Salford
E01005724,E05000776,Weaste and Seedley,E08000006,Salford
E01005410,E05000731,Saddleworth North,E08000004,Oldham
E01005620,E05000762,Cadishead,E08000006,Salford
E01005725,E05000777,Winton,E08000006,Salford
E01005411,E05000731,Saddleworth North,E08000004,Oldham
E01005672,E05000773,Swinton South,E08000006,Salford
E01005621,E05000762,Cadishead,E08000006,Salford
E01005726,E05000777,Winton,E08000006,Salford
E01005412,E05000731,Saddleworth North,E08000004,Oldham
E01005673,E05000771,Pendlebury,E08000006,Salford
E01005727,E05000777,Winton,E08000006,Salford
E01005622,E05000763,Claremont,E08000006,Salford
E01005728,E05000777,Winton,E08000006,Salford
E01005674,E05000773,Swinton South,E08000006,Salford
E01005623,E05000763,Claremont,E08000006,Salford
E01005729,E05000777,Winton,E08000006,Salford
E01005413,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005675,E05000771,Pendlebury,E08000006,Salford
E01005624,E05000766,Irwell Riverside,E08000006,Salford
E01005414,E05000731,Saddleworth North,E08000004,Oldham
E01005730,E05000777,Winton,E08000006,Salford
E01005676,E05000771,Pendlebury,E08000006,Salford
E01005625,E05000763,Claremont,E08000006,Salford
E01005415,E05000731,Saddleworth North,E08000004,Oldham
E01005731,E05000777,Winton,E08000006,Salford
E01005677,E05000771,Pendlebury,E08000006,Salford
E01005626,E05000763,Claremont,E08000006,Salford
E01005416,E05000731,Saddleworth North,E08000004,Oldham
E01005732,E05000777,Winton,E08000006,Salford
E01005678,E05000771,Pendlebury,E08000006,Salford
E01005627,E05000763,Claremont,E08000006,Salford
E01005417,E05000731,Saddleworth North,E08000004,Oldham
E01005733,E05000777,Winton,E08000006,Salford
E01005679,E05000771,Pendlebury,E08000006,Salford
E01005628,E05000763,Claremont,E08000006,Salford
E01005418,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005734,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005680,E05000768,Langworthy,E08000006,Salford
E01005629,E05000776,Weaste and Seedley,E08000006,Salford
E01005419,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005735,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005681,E05000768,Langworthy,E08000006,Salford
E01005630,E05000776,Weaste and Seedley,E08000006,Salford
E01005420,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005736,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005682,E05000768,Langworthy,E08000006,Salford
E01005631,E05000764,Eccles,E08000006,Salford
E01005421,E05000734,St James',E08000004,Oldham
E01005737,E05000778,Worsley,E08000006,Salford
E01005683,E05000766,Irwell Riverside,E08000006,Salford
E01005632,E05000764,Eccles,E08000006,Salford
E01005422,E05000734,St James',E08000004,Oldham
E01005738,E05000778,Worsley,E08000006,Salford
E01005686,E05000772,Swinton North,E08000006,Salford
E01005633,E05000764,Eccles,E08000006,Salford
E01005427,E05000735,St Mary's,E08000004,Oldham
E01005739,E05000760,Boothstown and Ellenbrook,E08000006,Salford
E01005687,E05000772,Swinton North,E08000006,Salford
E01005634,E05000764,Eccles,E08000006,Salford
E01005428,E05000737,Waterhead,E08000004,Oldham
E01005740,E05000778,Worsley,E08000006,Salford
E01005741,E05000778,Worsley,E08000006,Salford
E01005742,E05000778,Worsley,E08000006,Salford
